Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
766	7.718	8.781	9.845	11.040	12.383	13.893	15.592	17.503	19.413
767	7.722	8.786	9.850	11.045	12.390	13.901	15.601	17.513	19.425
768	7.726	8.790	9.855	11.051	12.396	13.908	15.609	17.523	19.437
769	7.729	8.794	9.859	11.057	12.402	13.916	15.618	17.533	19.449
770	7.733	8.798	9.864	11.062	12.409	13.923	15.627	17.544	19.461
771	7.736	8.803	9.869	11.068	12.415	13.931	15.636	17.554	19.472
772	7.739	8.807	9.874	11.073	12.422	13.939	15.645	17.565	19.484
773	7.743	8.811	9.879	11.079	12.428	13.946	15.654	17.575	19.496
774	7.747	8.815	9.883	11.084	12.435	13.954	15.662	17.585	19.508
775	7.750	8.819	9.888	11.090	12.441	13.961	15.671	17.596	19.520
776	7.753	8.823	9.893	11.095	12.448	13.969	15.680	17.606	19.532
777	7.757	8.827	9.898	11.101	12.454	13.976	15.689	17.616	19.544
778	7.760	8.831	9.902	11.107	12.461	13.984	15.698	17.627	19.556
779	7.764	8.836	9.907	11.112	12.467	13.991	15.707	17.637	19.568
780	7.767	8.840	9.912	11.118	12.474	13.999	15.715	17.647	19.580
781	7.771	8.844	9.917	11.123	12.480	14.006	15.724	17.658	19.592
782	7.774	8.848	9.922	11.129	12.486	14.014	15.733	17.668	19.603
783	7.778	8.852	9.926	11.134	12.493	14.021	15.742	17.679	19.615
784	7.781	8.856	9.931	11.140	12.499	14.029	15.751	17.689	19.627
785	7.785	8.860	9.936	11.145	12.506	14.036	15.759	17.699	19.639
786	7.788	8.864	9.941	11.151	12.512	14.044	15.768	17.710	19.651
787	7.792	8.869	9.945	11.156	12.519	14.052	15.777	17.720	19.663
788	7.795	8.873	9.950	11.162	12.525	14.059	15.786	17.730	19.675
789	7.799	8.877	9.955	11.167	12.531	14.066	15.795	17.741	19.687
790	7.802	8.881	9.960	11.173	12.538	14.074	15.803	17.751	19.698
791	7.806	8.885	9.964	11.178	12.544	14.081	15.812	17.761	19.710
792	7.809	8.889	9.969	11.184	12.551	14.089	15.821	17.771	19.722
793	7.813	8.893	9.974	11.189	12.557	14.096	15.829	17.781	19.733
794	7.816	8.898	9.979	11.195	12.563	14.104	15.838	17.792	19.745
795	7.820	8.902	9.983	11.200	12.570	14.111	15.847	17.802	19.757
796	7.823	8.906	9.988	11.206	12.576	14.119	15.856	17.812	19.769
797	7.827	8.910	9.993	11.211	12.583	14.126	15.864	17.823	19.781
798	7.830	8.914	9.998	11.217	12.589	14.134	15.873	17.833	19.793
799	7.834	8.918	10.002	11.222	12.595	14.141	15.882	17.843	19.804
800	7.837	8.922	10.007	11.228	12.602	14.149	15.891	17.854	19.816
801	7.840	8.926	10.012	11.233	12.608	14.156	15.900	17.864	19.828
802	7.844	8.930	10.016	11.239	12.614	14.164	15.908	17.874	19.840
803	7.847	8.934	10.021	11.244	12.621	14.171	15.917	17.884	19.852
804	7.851	8.938	10.026	11.250	12.627	14.178	15.926	17.895	19.864
805	7.854	8.942	10.031	11.255	12.634	14.186	15.934	17.905	19.875
806	7.858	8.946	10.035	11.261	12.640	14.193	15.943	17.915	19.887
807	7.861	8.951	10.040	11.266	12.646	14.201	15.952	17.926	19.899
808	7.864	8.955	10.045	11.272	12.653	14.208	15.961	17.936	19.911
809	7.868	8.959	10.049	11.277	12.659	14.216	15.969	17.946	19.923
810	7.871	8.963	10.054	11.282	12.665	14.223	15.978	17.956	19.935
811	7.875	8.967	10.059	11.288	12.672	14.231	15.987	17.967	19.947
812	7.878	8.971	10.063	11.293	12.678	14.238	15.996	17.977	19.958
813	7.881	8.975	10.068	11.299	12.684	14.245	16.004	17.987	19.970
814	7.885	8.979	10.073	11.304	12.691	14.253	16.013	17.997	19.982
815	7.888	8.983	10.077	11.310	12.697	14.260	16.022	18.008	19.994
816	7.892	8.987	10.082	11.315	12.703	14.268	16.030	18.018	20.005
817	7.895	8.991	10.087	11.320	12.710	14.275	16.039	18.028	20.017
818	7.898	8.995	10.091	11.326	12.716	14.282	16.048	18.038	20.029
819	7.902	8.999	10.096	11.331	12.722	14.290	16.057	18.049	20.041
820	7.905	9.003	10.101	11.337	12.729	14.297	16.065	18.059	20.052
821	7.909	9.007	10.106	11.342	12.735	14.304	16.074	18.069	20.063
822	7.912	9.011	10.110	11.348	12.741	14.312	16.082	18.079	20.075
823	7.916	9.015	10.115	11.353	12.748	14.319	16.091	18.089	20.087
824	7.919	9.019	10.119	11.358	12.754	14.327	16.100	18.099	20.099
825	7.922	9.023	10.124	11.364	12.760	14.334	16.108	18.109	20.110
826	7.926	9.027	10.129	11.369	12.766	14.341	16.117	18.120	20.122
827	7.929	9.031	10.133	11.375	12.773	14.349	16.126	18.130	20.134
828	7.932	9.035	10.138	11.380	12.779	14.356	16.134	18.140	20.146
829	7.936	9.039	10.143	11.385	12.785	14.363	16.143	18.150	20.158
830	7.939	9.043	10.147	11.391	12.792	14.371	16.151	18.160	20.169
831	7.943	9.047	10.152	11.396	12.798	14.378	16.160	18.171	20.181
832	7.946	9.051	10.156	11.401	12.804	14.385	16.169	18.181	20.193
833	7.949	9.055	10.161	11.407	12.810	14.393	16.177	18.191	20.204
834	7.953	9.059	10.166	11.412	12.817	14.400	16.186	18.201	20.216
835	7.956	9.063	10.170	11.418	12.823	14.408	16.195	18.211	20.228
836	7.959	9.067	10.175	11.423	12.829	14.415	16.203	18.221	20.240
837	7.963	9.071	10.180	11.428	12.836	14.422	16.212	18.232	20.251
838	7.966	9.075	10.184	11.434	12.842	14.429	16.220	18.242	20.263
839	7.969	9.079	10.189	11.439	12.848	14.437	16.229	18.252	20.275
840	7.973	9.083	10.193	11.444	12.854	14.444	16.238	18.262	20.286
841	7.976	9.087	10.198	11.450	12.860	14.451	16.246	18.272	20.298
842	7.979	9.091	10.202	11.455	12.867	14.459	16.255	18.282	20.310
843	7.983	9.095	10.207	11.460	12.873	14.466	16.264	18.292	20.321
844	7.986	9.099	10.212	11.466	12.879	14.473	16.272	18.302	20.332
845	7.989	9.103	10.216	11.471	12.885	14.480	16.280	18.312	20.344
846	7.993	9.107	10.221	11.476	12.892	14.488	16.289	18.322	20.356
847	7.996	9.111	10.226	11.482	12.898	14.495	16.298	18.332	20.367
848	7.999	9.115	10.230	11.487	12.904	14.502	16.306	18.343	20.379
849	8.003	9.119	10.235	11.492	12.910	14.510	16.315	18.353	20.391
850	8.006	9.123	10.239	11.498	12.916	14.517	16.323	18.363	20.402
851	8.009	9.127	10.244	11.503	12.923	14.524	16.332	18.373	20.414
852	8.013	9.130	10.248	11.508	12.929	14.531	16.340	18.383	20.426
853	8.016	9.134	10.253	11.513	12.935	14.539	16.349	18.393	20.437
854	8.019	9.138	10.257	11.519	12.941	14.546	16.357	18.403	20.449
855	8.022	9.142	10.262	11.524	12.947	14.553	16.366	18.413	20.461
856	8.026	9.146	10.266	11.529	12.954	14.560	16.375	18.423	20.472
857	8.029	9.150	10.271	11.535	12.960	14.568	16.383	18.433	20.484
858	8.032	9.154	10.275	11.540	12.966	14.575	16.392	18.443	20.495
859	8.036	9.158	10.280	11.545	12.972	14.582	16.400	18.454	20.507
860	8.039	9.162	10.285	11.550	12.978	14.589	16.409	18.464	20.519
861	8.042	9.166	10.289	11.556	12.984	14.597	16.417	18.474	20.530
862	8.045	9.169	10.294	11.561	12.990	14.604	16.426	18.484	20.542
863	8.049	9.174	10.298	11.566	12.997	14.611	16.434	18.493	20.553
864	8.052	9.177	10.303	11.572	13.003	14.618	16.442	18.503	20.564
865	8.055	9.181	10.307	11.577	13.009	14.625	16.451	18.513	20.576
866	8.059	9.185	10.312	11.582	13.015	14.633	16.459	18.523	20.587
867	8.062	9.189	10.316	11.587	13.021	14.640	16.468	18.533	20.599
868	8.065	9.193	10.321	11.592	13.027	14.647	16.476	18.543	20.610
869	8.068	9.197	10.325	11.598	13.033	14.654	16.485	18.553	20.622
870	8.072	9.201	10.330	11.603	13.040	14.661	16.493	18.564	20.634
871	8.075	9.205	10.334	11.608	13.046	14.669	16.502	18.574	20.645
872	8.078	9.208	10.339	11.613	13.052	14.676	16.510	18.583	20.657
873	8.081	9.212	10.343	11.619	13.058	14.683	16.519	18.594	20.668
874	8.085	9.216	10.348	11.624	13.064	14.690	16.527	18.603	20.680
875	8.088	9.220	10.352	11.629	13.070	14.697	16.536	18.614	20.691
876	8.091	9.224	10.356	11.634	13.076	14.704	16.544	18.623	20.703
877	8.094	9.228	10.361	11.639	13.082	14.712	16.553	18.634	20.715
878	8.098	9.232	10.366	11.645	13.088	14.719	16.561	18.643	20.725
879	8.101	9.236	10.370	11.650	13.094	14.726	16.569	18.653	20.737
880	8.104	9.239	10.375	11.655	13.101	14.733	16.578	18.663	20.748
881	8.107	9.243	10.379	11.660	13.107	14.740	16.586	18.673	20.760
882	8.111	9.247	10.383	11.665	13.113	14.747	16.594	18.683	20.771
883	8.114	9.251	10.388	11.671	13.119	14.754	16.603	18.693	20.783
884	8.117	9.255	10.392	11.676	13.125	14.762	16.611	18.703	20.794
885	8.120	9.259	10.397	11.681	13.131	14.769	16.620	18.713	20.806
886	8.123	9.262	10.401	11.686	13.137	14.776	16.628	18.723	20.817
887	8.127	9.266	10.406	11.691	13.143	14.783	16.637	18.733	20.829
888	8.130	9.270	10.410	11.697	13.149	14.790	16.645	18.743	20.840
889	8.133	9.274	10.414	11.702	13.155	14.797	16.653	18.753	20.852
890	8.136	9.278	10.419	11.707	13.161	14.804	16.662	18.763	20.863
891	8.139	9.281	10.423	11.712	13.167	14.811	16.670	18.772	20.875
892	8.143	9.285	10.428	11.717	13.173	14.818	16.678	18.782	20.886
893	8.146	9.289	10.432	11.722	13.179	14.825	16.687	18.792	20.897
894	8.149	9.293	10.437	11.728	13.185	14.833	16.695	18.802	20.909
895	8.152	9.297	10.441	11.733	13.191	14.840	16.703	18.812	20.920
896	8.156	9.301	10.445	11.738	13.197	14.847	16.712	18.821	20.931
897	8.159	9.304	10.450	11.743	13.203	14.854	16.720	18.831	20.943
898	8.162	9.308	10.454	11.748	13.210	14.861	16.728	18.841	20.954
899	8.165	9.312	10.459	11.753	13.216	14.868	16.737	18.851	20.966
900	8.168	9.316	10.463	11.758	13.222	14.875	16.745	18.861	20.977
901	8.171	9.319	10.467	11.764	13.228	14.882	16.754	18.871	20.989
902	8.175	9.323	10.472	11.769	13.234	14.889	16.762	18.881	21.000
903	8.178	9.327	10.476	11.774	13.240	14.896	16.770	18.891	21.012
904	8.181	9.331	10.481	11.779	13.246	14.903	16.778	18.900	21.022
905	8.184	9.335	10.485	11.784	13.252	14.910	16.787	18.910	21.034
906	8.187	9.338	10.490	11.789	13.258	14.917	16.795	18.920	21.045
907	8.191	9.342	10.494	11.794	13.263	14.924	16.803	18.930	21.056
908	8.194	9.346	10.498	11.799	13.269	14.931	16.811	18.940	21.068
909	8.197	9.350	10.503	11.804	13.275	14.938	16.820	18.950	21.079
910	8.200	9.353	10.507	11.810	13.281	14.946	16.828	18.959	21.091
911	8.203	9.357	10.511	11.815	13.287	14.952	16.836	18.969	21.102
912	8.206	9.361	10.516	11.820	13.293	14.960	16.845	18.979	21.113
913	8.209	9.365	10.520	11.825	13.299	14.967	16.853	18.989	21.125
914	8.212	9.368	10.524	11.830	13.305	14.974	16.861	18.999	21.136
915	8.216	9.372	10.529	11.835	13.311	14.981	16.870	19.009	21.148
916	8.219	9.376	10.533	11.840	13.317	14.987	16.878	19.018	21.158
917	8.222	9.380	10.538	11.845	13.323	14.995	16.886	19.028	21.170
918	8.225	9.384	10.542	11.850	13.329	15.001	16.894	19.037	21.181
919	8.228	9.387	10.546	11.855	13.335	15.009	16.903	19.047	21.192
920	8.231	9.391	10.550	11.860	13.341	15.015	16.911	19.057	21.204
921	8.235	9.395	10.555	11.865	13.347	15.022	16.919	19.067	21.215
922	8.238	9.398	10.559	11.870	13.353	15.030	16.927	19.077	21.226
923	8.241	9.402	10.563	11.875	13.359	15.036	16.936	19.087	21.238
924	8.244	9.406	10.568	11.881	13.365	15.043	16.944	19.096	21.249
925	8.247	9.409	10.572	11.886	13.370	15.050	16.952	19.106	21.260
926	8.250	9.413	10.577	11.891	13.376	15.057	16.960	19.116	21.271
927	8.253	9.417	10.581	11.896	13.382	15.064	16.968	19.125	21.282
928	8.256	9.421	10.585	11.901	13.388	15.071	16.977	19.135	21.294
929	8.260	9.425	10.589	11.906	13.394	15.078	16.985	19.145	21.305
930	8.263	9.428	10.594	11.911	13.400	15.085	16.993	19.155	21.316
931	8.266	9.432	10.598	11.916	13.406	15.092	17.001	19.165	21.328
932	8.269	9.436	10.602	11.921	13.412	15.099	17.010	19.174	21.339
933	8.272	9.439	10.607	11.926	13.418	15.106	17.018	19.184	21.350
934	8.275	9.443	10.611	11.931	13.424	15.113	17.026	19.194	21.362
935	8.278	9.447	10.615	11.936	13.430	15.120	17.034	19.204	21.373
936	8.281	9.450	10.619	11.941	13.435	15.127	17.042	19.213	21.384
937	8.284	9.454	10.624	11.946	13.441	15.134	17.050	19.222	21.395
938	8.287	9.458	10.628	11.951	13.447	15.141	17.059	19.232	21.406
939	8.291	9.461	10.632	11.956	13.453	15.148	17.067	19.242	21.417
940	8.294	9.465	10.637	11.961	13.459	15.154	17.075	19.252	21.429
941	8.297	9.469	10.641	11.966	13.465	15.161	17.083	19.261	21.440
942	8.300	9.472	10.645	11.971	13.471	15.168	17.091	19.271	21.451
943	8.303	9.476	10.649	11.976	13.476	15.175	17.099	19.281	21.462
944	8.306	9.480	10.654	11.981	13.482	15.182	17.108	19.291	21.474
945	8.309	9.483	10.658	11.986	13.488	15.189	17.116	19.301	21.485
946	8.312	9.487	10.662	11.991	13.494	15.196	17.124	19.310	21.496
947	8.315	9.491	10.667	11.996	13.500	15.203	17.132	19.319	21.507
948	8.318	9.495	10.671	12.001	13.506	15.210	17.140	19.329	21.518
949	8.321	9.498	10.675	12.006	13.512	15.216	17.148	19.339	21.529
950	8.324	9.502	10.679	12.011	13.518	15.223	17.157	19.349	21.541
951	8.327	9.505	10.684	12.016	13.523	15.230	17.165	19.358	21.552
952	8.330	9.509	10.688	12.021	13.529	15.237	17.173	19.368	21.563
953	8.333	9.513	10.692	12.026	13.535	15.244	17.181	19.378	21.574
954	8.336	9.516	10.696	12.031	13.541	15.251	17.189	19.387	21.586
955	8.340	9.520	10.701	12.036	13.547	15.258	17.197	19.397	21.596
956	8.343	9.524	10.705	12.041	13.552	15.265	17.205	19.406	21.607
957	8.346	9.528	10.709	12.046	13.558	15.272	17.213	19.416	21.619
958	8.349	9.531	10.713	12.051	13.564	15.278	17.221	19.426	21.630
959	8.352	9.535	10.718	12.056	13.570	15.285	17.230	19.435	21.641
960	8.355	9.538	10.722	12.060	13.576	15.292	17.238	19.445	21.652
961	8.358	9.542	10.726	12.065	13.582	15.299	17.246	19.455	21.664
962	8.361	9.545	10.730	12.070	13.587	15.306	17.254	19.464	21.675
963	8.364	9.549	10.734	12.075	13.593	15.313	17.262	19.474	21.686
964	8.367	9.553	10.739	12.080	13.599	15.319	17.270	19.483	21.696
965	8.370	9.557	10.743	12.085	13.605	15.326	17.278	19.493	21.707
966	8.373	9.560	10.747	12.090	13.610	15.333	17.286	19.503	21.719
967	8.376	9.564	10.751	12.095	13.616	15.340	17.294	19.512	21.730
968	8.379	9.567	10.756	12.100	13.622	15.347	17.302	19.522	21.741
969	8.382	9.571	10.760	12.105	13.628	15.354	17.311	19.531	21.752
970	8.385	9.575	10.764	12.110	13.634	15.360	17.319	19.541	21.764
971	8.388	9.578	10.768	12.115	13.639	15.367	17.327	19.551	21.775
972	8.391	9.582	10.773	12.120	13.645	15.374	17.335	19.560	21.785
973	8.394	9.585	10.777	12.125	13.651	15.381	17.343	19.569	21.796
974	8.397	9.589	10.781	12.129	13.657	15.388	17.351	19.579	21.807
975	8.400	9.593	10.785	12.134	13.662	15.394	17.359	19.589	21.819
976	8.403	9.596	10.789	12.139	13.668	15.401	17.367	19.598	21.830
977	8.406	9.600	10.793	12.144	13.674	15.408	17.375	19.608	21.841
978	8.409	9.603	10.797	12.149	13.680	15.415	17.383	19.618	21.852
979	8.412	9.607	10.802	12.154	13.686	15.422	17.391	19.627	21.864
980	8.415	9.611	10.806	12.159	13.691	15.428	17.399	19.636	21.874
981	8.418	9.614	10.810	12.164	13.697	15.435	17.407	19.646	21.885
982	8.421	9.618	10.814	12.169	13.703	15.442	17.415	19.656	21.896
983	8.424	9.621	10.818	12.174	13.708	15.449	17.423	19.665	21.907
984	8.427	9.625	10.823	12.178	13.714	15.455	17.431	19.675	21.919
985	8.430	9.628	10.827	12.183	13.720	15.462	17.439	19.684	21.930
986	8.433	9.632	10.831	12.188	13.726	15.469	17.447	19.694	21.941
987	8.436	9.636	10.835	12.193	13.731	15.476	17.455	19.703	21.951
988	8.439	9.639	10.839	12.198	13.737	15.482	17.463	19.713	21.962
989	8.442	9.643	10.844	12.203	13.743	15.489	17.471	19.722	21.974
990	8.445	9.646	10.848	12.208	13.749	15.496	17.479	19.732	21.985
991	8.448	9.650	10.852	12.212	13.754	15.503	17.487	19.742	21.996
992	8.451	9.653	10.856	12.217	13.760	15.510	17.495	19.751	22.007
993	8.454	9.657	10.860	12.222	13.766	15.516	17.503	19.761	22.018
994	8.457	9.661	10.864	12.227	13.772	15.523	17.511	19.770	22.028
995	8.460	9.664	10.868	12.232	13.777	15.530	17.519	19.779	22.039
996	8.463	9.668	10.873	12.237	13.783	15.537	17.527	19.789	22.051
997	8.466	9.671	10.877	12.242	13.789	15.543	17.535	19.799	22.062
998	8.469	9.675	10.881	12.246	13.794	15.550	17.543	19.808	22.073
999	8.472	9.678	10.885	12.251	13.800	15.557	17.551	19.818	22.084
1000	8.475	9.682	10.889	12.256	13.806	15.564	17.559	19.827	22.095
1001	8.478	9.686	10.893	12.261	13.811	15.570	17.567	19.836	22.106
1002	8.481	9.689	10.897	12.266	13.817	15.577	17.575	19.846	22.117
1003	8.484	9.693	10.902	12.271	13.823	15.584	17.583	19.855	22.128
1004	8.487	9.696	10.906	12.276	13.828	15.590	17.591	19.865	22.139
1005	8.490	9.700	10.910	12.280	13.834	15.597	17.599	19.875	22.150
1006	8.493	9.703	10.914	12.285	13.840	15.604	17.607	19.884	22.161
1007	8.496	9.707	10.918	12.290	13.846	15.610	17.615	19.893	22.171
1008	8.499	9.711	10.922	12.295	13.851	15.617	17.623	19.903	22.183
1009	8.502	9.714	10.926	12.300	13.857	15.624	17.631	19.912	22.194
1010	8.505	9.718	10.930	12.304	13.862	15.631	17.639	19.922	22.205
1011	8.508	9.721	10.935	12.309	13.868	15.637	17.647	19.931	22.216
1012	8.510	9.724	10.939	12.314	13.874	15.644	17.655	19.941	22.227
1013	8.514	9.728	10.943	12.319	13.880	15.651	17.663	19.950	22.237
1014	8.517	9.732	10.947	12.324	13.885	15.657	17.670	19.959	22.248
1015	8.519	9.735	10.951	12.329	13.891	15.664	17.678	19.969	22.259
1016	8.522	9.739	10.955	12.333	13.897	15.671	17.687	19.979	22.271
1017	8.525	9.742	10.959	12.338	13.902	15.677	17.694	19.988	22.281
1018	8.528	9.746	10.963	12.343	13.908	15.684	17.702	19.998	22.293
1019	8.531	9.749	10.968	12.348	13.914	15.691	17.710	20.006	22.303
1020	8.534	9.753	10.972	12.353	13.919	15.698	17.718	20.016	22.314
1021	8.537	9.756	10.976	12.357	13.925	15.704	17.726	20.026	22.325
1022	8.540	9.760	10.980	12.362	13.930	15.711	17.734	20.035	22.336
1023	8.543	9.763	10.984	12.367	13.936	15.718	17.742	20.045	22.347
1024	8.546	9.767	10.988	12.372	13.942	15.724	17.750	20.054	22.358
1025	8.549	9.771	10.992	12.377	13.947	15.731	17.758	20.063	22.369
1026	8.552	9.774	10.996	12.382	13.953	15.738	17.766	20.073	22.380
1027	8.555	9.777	11.000	12.386	13.959	15.744	17.774	20.082	22.391
1028	8.558	9.781	11.004	12.391	13.964	15.751	17.782	20.092	22.402
1029	8.560	9.784	11.008	12.396	13.970	15.758	17.790	20.101	22.413
1030	8.564	9.788	11.013	12.401	13.976	15.764	17.797	20.110	22.423
1031	8.567	9.792	11.017	12.406	13.981	15.771	17.805	20.120	22.434
1032	8.569	9.795	11.021	12.410	13.987	15.778	17.813	20.129	22.445
1033	8.572	9.799	11.025	12.415	13.992	15.784	17.821	20.139	22.456
1034	8.575	9.802	11.029	12.420	13.998	15.791	17.829	20.148	22.468
1035	8.578	9.806	11.033	12.425	14.004	15.797	17.837	20.157	22.478
1036	8.581	9.809	11.037	12.429	14.009	15.804	17.845	20.167	22.489
1037	8.584	9.813	11.041	12.434	14.015	15.811	17.852	20.176	22.500
1038	8.587	9.816	11.045	12.439	14.021	15.818	17.861	20.186	22.511
1039	8.590	9.820	11.049	12.444	14.026	15.824	17.868	20.195	22.522
1040	8.593	9.823	11.053	12.449	14.032	15.831	17.876	20.204	22.532
1041	8.596	9.827	11.058	12.453	14.038	15.837	17.884	20.214	22.543
1042	8.599	9.830	11.062	12.458	14.043	15.844	17.892	20.223	22.554
1043	8.602	9.834	11.066	12.463	14.049	15.851	17.900	20.233	22.566
1044	8.604	9.837	11.070	12.468	14.054	15.857	17.908	20.242	22.577
1045	8.608	9.841	11.074	12.472	14.060	15.864	17.915	20.251	22.587
1046	8.610	9.844	11.078	12.477	14.066	15.871	17.923	20.261	22.598
1047	8.613	9.848	11.082	12.482	14.071	15.877	17.931	20.270	22.609
1048	8.616	9.851	11.086	12.487	14.077	15.884	17.939	20.280	22.620
1049	8.619	9.855	11.090	12.491	14.082	15.890	17.947	20.289	22.630
1050	8.622	9.858	11.094	12.496	14.088	15.897	17.955	20.298	22.641
1051	8.625	9.862	11.098	12.501	14.094	15.904	17.963	20.308	22.652
1052	8.628	9.865	11.102	12.506	14.099	15.910	17.971	20.317	22.663
1053	8.631	9.868	11.106	12.510	14.105	15.917	17.979	20.327	22.674
1054	8.634	9.872	11.110	12.515	14.110	15.923	17.986	20.335	22.685
1055	8.637	9.876	11.114	12.520	14.116	15.930	17.994	20.345	22.696
1056	8.639	9.879	11.118	12.525	14.122	15.937	18.002	20.354	22.707
1057	8.642	9.882	11.123	12.529	14.127	15.943	18.010	20.364	22.718
1058	8.645	9.886	11.127	12.534	14.133	15.950	18.018	20.373	22.729
1059	8.648	9.890	11.131	12.539	14.138	15.957	18.026	20.382	22.739
1060	8.651	9.893	11.135	12.544	14.144	15.963	18.034	20.392	22.750
1061	8.654	9.896	11.139	12.548	14.150	15.970	18.041	20.401	22.761
1062	8.657	9.900	11.143	12.553	14.155	15.976	18.049	20.411	22.772
1063	8.660	9.903	11.147	12.558	14.161	15.983	18.057	20.420	22.782
1064	8.663	9.907	11.151	12.563	14.166	15.990	18.065	20.429	22.793
1065	8.666	9.910	11.155	12.567	14.172	15.996	18.073	20.439	22.805
1066	8.668	9.914	11.159	12.572	14.178	16.003	18.081	20.448	22.816
1067	8.672	9.917	11.163	12.577	14.183	16.009	18.088	20.457	22.826
1068	8.674	9.921	11.167	12.582	14.189	16.016	18.096	20.467	22.837
1069	8.677	9.924	11.171	12.586	14.194	16.023	18.104	20.476	22.848
1070	8.680	9.928	11.175	12.591	14.200	16.029	18.112	20.485	22.859
1071	8.683	9.931	11.179	12.596	14.205	16.036	18.120	20.495	22.870
1072	8.686	9.935	11.183	12.601	14.211	16.042	18.127	20.504	22.880
1073	8.689	9.938	11.187	12.605	14.216	16.049	18.135	20.513	22.891
1074	8.692	9.942	11.191	12.610	14.222	16.056	18.143	20.523	22.902
1075	8.694	9.945	11.195	12.615	14.228	16.062	18.151	20.532	22.913
1076	8.698	9.949	11.200	12.620	14.233	16.069	18.159	20.541	22.924
1077	8.700	9.952	11.204	12.624	14.239	16.075	18.167	20.551	22.935
1078	8.703	9.955	11.207	12.629	14.244	16.082	18.175	20.560	22.946
1079	8.706	9.959	11.211	12.634	14.250	16.089	18.183	20.570	22.957
1080	8.709	9.962	11.216	12.638	14.255	16.095	18.190	20.578	22.967
1081	8.712	9.966	11.220	12.643	14.261	16.102	18.198	20.588	22.978
1082	8.715	9.969	11.224	12.648	14.267	16.108	18.206	20.597	22.989
1083	8.718	9.973	11.228	12.653	14.272	16.115	18.214	20.607	23.000
1084	8.721	9.976	11.232	12.657	14.278	16.121	18.221	20.616	23.010
1085	8.724	9.980	11.236	12.662	14.283	16.128	18.229	20.625	23.021
1086	8.726	9.983	11.240	12.667	14.289	16.135	18.237	20.635	23.032
1087	8.729	9.986	11.244	12.671	14.294	16.141	18.245	20.644	23.043
1088	8.732	9.990	11.248	12.676	14.300	16.148	18.253	20.653	23.054
1089	8.735	9.993	11.252	12.681	14.306	16.154	18.260	20.663	23.065
1090	8.738	9.997	11.256	12.686	14.311	16.161	18.268	20.672	23.076
1091	8.741	10.000	11.260	12.690	14.317	16.168	18.276	20.682	23.087
1092	8.744	10.004	11.264	12.695	14.322	16.174	18.284	20.690	23.097
1093	8.747	10.007	11.268	12.700	14.328	16.181	18.292	20.700	23.108
1094	8.749	10.011	11.272	12.704	14.333	16.187	18.300	20.709	23.119
1095	8.752	10.014	11.276	12.709	14.339	16.194	18.307	20.719	23.130
1096	8.755	10.018	11.280	12.714	14.344	16.200	18.315	20.728	23.140
1097	8.758	10.021	11.284	12.719	14.350	16.207	18.323	20.737	23.151
1098	8.761	10.024	11.288	12.723	14.355	16.213	18.331	20.747	23.162
1099	8.764	10.028	11.292	12.728	14.361	16.220	18.338	20.755	23.172
1100	8.767	10.031	11.296	12.733	14.366	16.226	18.346	20.765	23.184
1101	8.770	10.035	11.300	12.737	14.372	16.233	18.354	20.774	23.194
1102	8.772	10.038	11.304	12.742	14.378	16.240	18.362	20.784	23.205
1103	8.776	10.042	11.308	12.747	14.383	16.246	18.370	20.793	23.216
1104	8.778	10.045	11.312	12.751	14.389	16.253	18.377	20.802	23.227
1105	8.781	10.049	11.316	12.756	14.394	16.259	18.385	20.812	23.238
1106	8.784	10.052	11.320	12.761	14.400	16.266	18.393	20.821	23.249
1107	8.787	10.056	11.324	12.766	14.405	16.272	18.401	20.830	23.259
1108	8.790	10.059	11.328	12.770	14.411	16.279	18.409	20.839	23.270
1109	8.793	10.062	11.332	12.775	14.416	16.285	18.417	20.849	23.281
1110	8.795	10.066	11.336	12.780	14.422	16.292	18.424	20.858	23.292
1111	8.798	10.069	11.340	12.784	14.427	16.299	18.432	20.867	23.302
1112	8.801	10.073	11.344	12.789	14.433	16.305	18.440	20.877	23.314
1113	8.804	10.076	11.348	12.794	14.438	16.312	18.448	20.886	23.324
1114	8.807	10.080	11.352	12.798	14.444	16.318	18.455	20.895	23.334
1115	8.810	10.083	11.356	12.803	14.450	16.325	18.463	20.904	23.346
1116	8.813	10.086	11.360	12.808	14.455	16.331	18.471	20.914	23.357
1117	8.815	10.090	11.364	12.812	14.460	16.338	18.479	20.923	23.368
1118	8.818	10.093	11.368	12.817	14.466	16.344	18.486	20.932	23.378
1119	8.821	10.097	11.372	12.822	14.472	16.351	18.494	20.942	23.389
1120	8.824	10.100	11.376	12.827	14.477	16.357	18.502	20.951	23.400
1121	8.827	10.104	11.380	12.831	14.483	16.364	18.510	20.960	23.410
1122	8.830	10.107	11.384	12.836	14.488	16.370	18.517	20.969	23.421
1123	8.833	10.110	11.388	12.841	14.494	16.377	18.525	20.979	23.432
1124	8.835	10.114	11.392	12.845	14.499	16.384	18.533	20.988	23.443
1125	8.839	10.117	11.396	12.850	14.505	16.390	18.541	20.997	23.454
1126	8.841	10.121	11.400	12.855	14.510	16.397	18.549	21.007	23.465
1127	8.844	10.124	11.404	12.859	14.516	16.403	18.557	21.016	23.476
1128	8.847	10.128	11.408	12.864	14.521	16.410	18.564	21.025	23.486
