Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1129	8.850	10.131	11.412	12.869	14.527	16.416	18.572	21.034	23.497
1130	8.853	10.134	11.416	12.873	14.532	16.423	18.580	21.044	23.508
1131	8.855	10.138	11.420	12.878	14.538	16.429	18.588	21.053	23.519
1132	8.859	10.141	11.424	12.883	14.543	16.436	18.595	21.062	23.529
1133	8.861	10.145	11.428	12.888	14.549	16.442	18.603	21.072	23.540
1134	8.864	10.148	11.432	12.892	14.554	16.449	18.611	21.081	23.551
1135	8.867	10.152	11.436	12.897	14.560	16.455	18.619	21.090	23.562
1136	8.870	10.155	11.440	12.902	14.565	16.462	18.626	21.099	23.573
1137	8.873	10.158	11.444	12.906	14.571	16.469	18.634	21.109	23.584
1138	8.875	10.162	11.448	12.911	14.576	16.475	18.642	21.118	23.595
1139	8.879	10.165	11.452	12.916	14.582	16.482	18.650	21.127	23.605
1140	8.881	10.169	11.456	12.920	14.588	16.488	18.658	21.137	23.616
1141	8.884	10.172	11.460	12.925	14.593	16.495	18.665	21.146	23.627
1142	8.887	10.176	11.464	12.930	14.598	16.501	18.673	21.155	23.637
1143	8.890	10.179	11.468	12.934	14.604	16.508	18.681	21.165	23.648
1144	8.893	10.182	11.472	12.939	14.610	16.514	18.689	21.174	23.659
1145	8.896	10.186	11.476	12.944	14.615	16.521	18.696	21.183	23.670
1146	8.898	10.189	11.480	12.948	14.620	16.527	18.704	21.192	23.681
1147	8.901	10.193	11.484	12.953	14.626	16.534	18.712	21.202	23.692
1148	8.904	10.196	11.488	12.958	14.632	16.540	18.720	21.211	23.703
1149	8.907	10.200	11.492	12.962	14.637	16.547	18.727	21.220	23.713
1150	8.910	10.203	11.496	12.967	14.643	16.553	18.735	21.230	23.724
1151	8.913	10.206	11.500	12.972	14.648	16.560	18.743	21.239	23.735
1152	8.916	10.210	11.504	12.976	14.654	16.566	18.751	21.248	23.745
1153	8.918	10.213	11.508	12.981	14.659	16.573	18.759	21.257	23.756
1154	8.921	10.216	11.512	12.986	14.665	16.580	18.766	21.267	23.767
1155	8.924	10.220	11.516	12.990	14.670	16.586	18.774	21.276	23.778
1156	8.927	10.223	11.520	12.995	14.676	16.593	18.782	21.285	23.789
1157	8.930	10.227	11.524	13.000	14.681	16.599	18.790	21.295	23.800
1158	8.933	10.230	11.528	13.004	14.687	16.606	18.797	21.304	23.810
1159	8.936	10.234	11.532	13.009	14.692	16.612	18.805	21.313	23.821
1160	8.938	10.237	11.536	13.014	14.698	16.619	18.813	21.323	23.832
1161	8.941	10.240	11.540	13.018	14.703	16.625	18.821	21.332	23.843
1162	8.944	10.244	11.544	13.023	14.709	16.632	18.828	21.341	23.854
1163	8.947	10.247	11.548	13.028	14.714	16.638	18.836	21.351	23.865
1164	8.950	10.251	11.552	13.032	14.720	16.645	18.844	21.360	23.876
1165	8.953	10.254	11.556	13.037	14.725	16.651	18.852	21.369	23.886
1166	8.955	10.258	11.560	13.042	14.731	16.658	18.860	21.378	23.897
1167	8.958	10.261	11.564	13.046	14.736	16.664	18.867	21.388	23.908
1168	8.961	10.264	11.568	13.051	14.742	16.671	18.875	21.397	23.918
1169	8.964	10.268	11.572	13.056	14.747	16.677	18.883	21.406	23.929
1170	8.967	10.271	11.576	13.060	14.753	16.684	18.891	21.416	23.941
1171	8.970	10.275	11.580	13.065	14.758	16.690	18.898	21.424	23.951
1172	8.973	10.278	11.584	13.070	14.764	16.697	18.906	21.434	23.962
1173	8.975	10.281	11.587	13.074	14.769	16.704	18.914	21.444	23.973
1174	8.978	10.285	11.592	13.079	14.775	16.710	18.922	21.452	23.983
1175	8.981	10.288	11.595	13.084	14.780	16.717	18.929	21.462	23.994
1176	8.984	10.292	11.599	13.088	14.786	16.723	18.937	21.471	24.005
1177	8.987	10.295	11.604	13.093	14.791	16.729	18.945	21.480	24.016
1178	8.990	10.299	11.607	13.098	14.797	16.736	18.953	21.490	24.027
1179	8.992	10.302	11.611	13.102	14.802	16.743	18.961	21.499	24.038
1180	8.996	10.305	11.615	13.107	14.808	16.749	18.968	21.508	24.048
1181	8.998	10.309	11.619	13.112	14.813	16.756	18.976	21.518	24.059
1182	9.001	10.312	11.623	13.116	14.819	16.762	18.984	21.527	24.070
1183	9.004	10.315	11.627	13.121	14.824	16.769	18.992	21.537	24.081
1184	9.007	10.319	11.631	13.126	14.830	16.775	18.999	21.545	24.092
1185	9.009	10.322	11.635	13.130	14.835	16.782	19.007	21.555	24.103
1186	9.012	10.326	11.639	13.135	14.841	16.788	19.015	21.564	24.114
1187	9.015	10.329	11.643	13.140	14.846	16.795	19.023	21.573	24.124
1188	9.018	10.333	11.647	13.144	14.852	16.801	19.031	21.583	24.135
1189	9.021	10.336	11.651	13.149	14.857	16.808	19.038	21.592	24.146
1190	9.024	10.339	11.655	13.154	14.863	16.814	19.046	21.601	24.156
1191	9.027	10.343	11.659	13.158	14.868	16.821	19.054	21.611	24.168
1192	9.029	10.346	11.663	13.163	14.874	16.827	19.062	21.620	24.179
1193	9.032	10.350	11.667	13.168	14.879	16.834	19.069	21.629	24.189
1194	9.035	10.353	11.671	13.172	14.885	16.840	19.077	21.639	24.200
1195	9.038	10.356	11.675	13.177	14.890	16.847	19.085	21.648	24.211
1196	9.041	10.360	11.679	13.182	14.896	16.853	19.093	21.657	24.222
1197	9.044	10.363	11.683	13.186	14.901	16.860	19.100	21.667	24.233
1198	9.046	10.367	11.687	13.191	14.907	16.867	19.108	21.676	24.244
1199	9.049	10.370	11.691	13.196	14.912	16.873	19.116	21.685	24.254
1200	9.052	10.373	11.695	13.200	14.918	16.880	19.124	21.694	24.265
1201	9.055	10.377	11.699	13.205	14.923	16.886	19.132	21.704	24.276
1202	9.058	10.380	11.703	13.210	14.929	16.893	19.139	21.713	24.286
1203	9.061	10.384	11.707	13.214	14.934	16.899	19.147	21.722	24.298
1204	9.063	10.387	11.711	13.219	14.940	16.906	19.155	21.732	24.309
1205	9.066	10.391	11.715	13.224	14.945	16.912	19.163	21.741	24.319
1206	9.069	10.394	11.719	13.228	14.951	16.919	19.170	21.750	24.330
1207	9.072	10.397	11.723	13.233	14.956	16.925	19.178	21.760	24.342
1208	9.075	10.401	11.727	13.238	14.962	16.932	19.186	21.769	24.352
1209	9.078	10.404	11.731	13.242	14.967	16.938	19.194	21.778	24.363
1210	9.080	10.407	11.734	13.247	14.973	16.945	19.202	21.788	24.374
1211	9.083	10.411	11.739	13.252	14.978	16.951	19.209	21.797	24.384
1212	9.086	10.414	11.742	13.256	14.984	16.958	19.217	21.806	24.395
1213	9.089	10.418	11.746	13.261	14.989	16.964	19.225	21.816	24.407
1214	9.092	10.421	11.750	13.266	14.995	16.971	19.233	21.825	24.417
1215	9.095	10.425	11.754	13.270	15.000	16.977	19.241	21.834	24.428
1216	9.097	10.428	11.758	13.275	15.006	16.984	19.248	21.844	24.439
1217	9.100	10.431	11.762	13.280	15.011	16.990	19.256	21.853	24.449
1218	9.103	10.435	11.766	13.284	15.017	16.997	19.264	21.862	24.461
1219	9.106	10.438	11.770	13.289	15.022	17.004	19.272	21.872	24.472
1220	9.109	10.442	11.774	13.294	15.028	17.010	19.279	21.881	24.482
1221	9.112	10.445	11.778	13.298	15.033	17.017	19.287	21.890	24.493
1222	9.114	10.448	11.782	13.303	15.039	17.023	19.295	21.900	24.504
1223	9.117	10.452	11.786	13.307	15.044	17.030	19.303	21.909	24.515
1224	9.120	10.455	11.790	13.312	15.050	17.036	19.311	21.918	24.526
1225	9.123	10.458	11.794	13.317	15.055	17.043	19.318	21.928	24.537
1226	9.126	10.462	11.798	13.321	15.061	17.049	19.326	21.937	24.547
1227	9.129	10.465	11.802	13.326	15.066	17.056	19.334	21.946	24.559
1228	9.131	10.469	11.806	13.331	15.072	17.062	19.342	21.956	24.570
1229	9.134	10.472	11.810	13.335	15.077	17.069	19.350	21.965	24.581
1230	9.137	10.475	11.814	13.340	15.083	17.075	19.357	21.974	24.591
1231	9.140	10.479	11.818	13.345	15.088	17.082	19.365	21.984	24.603
1232	9.143	10.482	11.822	13.349	15.094	17.089	19.373	21.993	24.614
1233	9.146	10.486	11.826	13.354	15.099	17.095	19.381	22.002	24.624
1234	9.148	10.489	11.830	13.359	15.105	17.102	19.389	22.012	24.635
1235	9.151	10.492	11.834	13.363	15.110	17.108	19.397	22.022	24.646
1236	9.154	10.496	11.838	13.368	15.116	17.115	19.404	22.030	24.657
1237	9.157	10.499	11.842	13.373	15.121	17.121	19.412	22.040	24.668
1238	9.159	10.502	11.845	13.377	15.127	17.128	19.420	22.049	24.679
1239	9.163	10.506	11.850	13.382	15.132	17.134	19.427	22.058	24.689
1240	9.165	10.509	11.853	13.387	15.138	17.141	19.435	22.068	24.701
1241	9.168	10.513	11.857	13.391	15.143	17.147	19.443	22.078	24.712
1242	9.171	10.516	11.861	13.396	15.149	17.154	19.451	22.086	24.722
1243	9.174	10.520	11.865	13.401	15.154	17.160	19.459	22.096	24.733
1244	9.176	10.523	11.869	13.405	15.160	17.167	19.467	22.106	24.744
1245	9.180	10.526	11.873	13.410	15.165	17.173	19.474	22.114	24.755
1246	9.182	10.530	11.877	13.414	15.171	17.180	19.482	22.124	24.766
1247	9.185	10.533	11.881	13.419	15.176	17.186	19.490	22.134	24.777
1248	9.188	10.537	11.885	13.424	15.182	17.193	19.498	22.142	24.787
1249	9.191	10.540	11.889	13.428	15.187	17.199	19.506	22.152	24.799
1250	9.193	10.543	11.893	13.433	15.193	17.206	19.513	22.162	24.810
1251	9.196	10.546	11.897	13.438	15.198	17.213	19.521	22.171	24.821
1252	9.199	10.550	11.901	13.442	15.204	17.219	19.529	22.180	24.831
1253	9.202	10.553	11.905	13.447	15.209	17.226	19.537	22.190	24.843
1254	9.205	10.557	11.909	13.452	15.215	17.232	19.545	22.199	24.854
1255	9.208	10.560	11.913	13.456	15.220	17.239	19.552	22.208	24.864
1256	9.210	10.563	11.917	13.461	15.226	17.245	19.560	22.218	24.875
1257	9.213	10.567	11.921	13.465	15.231	17.252	19.568	22.227	24.887
1258	9.216	10.570	11.925	13.470	15.237	17.258	19.576	22.236	24.897
1259	9.219	10.574	11.929	13.475	15.242	17.265	19.584	22.246	24.908
1260	9.221	10.577	11.932	13.479	15.248	17.271	19.592	22.256	24.919
1261	9.224	10.581	11.937	13.484	15.253	17.278	19.599	22.264	24.930
1262	9.227	10.584	11.940	13.489	15.259	17.285	19.607	22.274	24.941
1263	9.230	10.587	11.944	13.493	15.264	17.291	19.615	22.284	24.952
1264	9.233	10.590	11.948	13.498	15.270	17.298	19.623	22.293	24.964
1265	9.236	10.594	11.952	13.503	15.275	17.304	19.631	22.302	24.974
1266	9.238	10.597	11.956	13.507	15.281	17.311	19.638	22.312	24.985
1267	9.241	10.601	11.960	13.512	15.286	17.317	19.646	22.322	24.997
1268	9.244	10.604	11.964	13.517	15.292	17.324	19.654	22.330	25.007
1269	9.247	10.607	11.968	13.521	15.297	17.330	19.662	22.340	25.018
1270	9.249	10.611	11.972	13.526	15.303	17.337	19.670	22.350	25.029
1271	9.253	10.614	11.976	13.531	15.308	17.343	19.677	22.359	25.040
1272	9.255	10.618	11.980	13.535	15.314	17.350	19.685	22.368	25.051
1273	9.258	10.621	11.984	13.540	15.319	17.356	19.693	22.378	25.062
1274	9.261	10.624	11.988	13.544	15.324	17.363	19.701	22.387	25.073
1275	9.264	10.628	11.992	13.549	15.330	17.369	19.709	22.396	25.084
1276	9.266	10.631	11.996	13.554	15.336	17.376	19.717	22.406	25.095
1277	9.269	10.634	11.999	13.558	15.341	17.383	19.725	22.415	25.106
1278	9.272	10.638	12.004	13.563	15.346	17.389	19.732	22.424	25.117
1279	9.275	10.641	12.007	13.568	15.352	17.396	19.740	22.434	25.128
1280	9.277	10.644	12.011	13.572	15.358	17.402	19.748	22.444	25.139
1281	9.280	10.648	12.015	13.577	15.363	17.409	19.756	22.453	25.151
1282	9.283	10.651	12.019	13.582	15.368	17.415	19.764	22.462	25.161
1283	9.286	10.655	12.023	13.586	15.374	17.422	19.772	22.472	25.172
1284	9.289	10.658	12.027	13.591	15.380	17.429	19.780	22.481	25.183
1285	9.292	10.661	12.031	13.596	15.385	17.435	19.787	22.490	25.194
1286	9.294	10.665	12.035	13.600	15.390	17.442	19.795	22.500	25.205
1287	9.297	10.668	12.039	13.605	15.396	17.448	19.803	22.510	25.216
1288	9.300	10.671	12.043	13.609	15.402	17.455	19.811	22.519	25.228
1289	9.303	10.675	12.047	13.614	15.407	17.461	19.819	22.528	25.238
1290	9.305	10.678	12.051	13.619	15.412	17.468	19.826	22.538	25.249
1291	9.308	10.681	12.055	13.623	15.418	17.474	19.834	22.547	25.261
1292	9.311	10.685	12.059	13.628	15.423	17.481	19.842	22.556	25.271
1293	9.314	10.688	12.063	13.633	15.429	17.487	19.850	22.566	25.282
1294	9.316	10.691	12.066	13.637	15.434	17.494	19.858	22.576	25.293
1295	9.319	10.695	12.070	13.642	15.440	17.501	19.866	22.585	25.305
1296	9.322	10.698	12.074	13.647	15.445	17.507	19.873	22.594	25.315
1297	9.325	10.702	12.078	13.651	15.451	17.514	19.881	22.604	25.326
1298	9.328	10.705	12.082	13.656	15.456	17.520	19.889	22.613	25.338
1299	9.330	10.708	12.086	13.660	15.462	17.527	19.897	22.623	25.349
1300	9.333	10.712	12.090	13.665	15.467	17.533	19.905	22.632	25.359
1301	9.336	10.715	12.094	13.670	15.473	17.540	19.913	22.642	25.371
1302	9.339	10.718	12.098	13.674	15.478	17.546	19.921	22.651	25.382
1303	9.342	10.722	12.102	13.679	15.484	17.553	19.928	22.660	25.392
1304	9.344	10.725	12.106	13.684	15.489	17.559	19.936	22.670	25.404
1305	9.347	10.728	12.110	13.688	15.495	17.566	19.944	22.679	25.415
1306	9.350	10.732	12.114	13.693	15.500	17.573	19.952	22.689	25.426
1307	9.353	10.735	12.118	13.697	15.506	17.579	19.960	22.698	25.437
1308	9.355	10.738	12.121	13.702	15.511	17.586	19.968	22.708	25.448
1309	9.358	10.742	12.125	13.707	15.517	17.592	19.976	22.717	25.459
1310	9.361	10.745	12.129	13.711	15.522	17.599	19.984	22.727	25.471
1311	9.364	10.749	12.133	13.716	15.528	17.605	19.991	22.736	25.481
1312	9.367	10.752	12.137	13.721	15.533	17.612	19.999	22.746	25.492
1313	9.369	10.755	12.141	13.725	15.539	17.618	20.007	22.755	25.504
1314	9.372	10.758	12.145	13.730	15.544	17.625	20.015	22.765	25.515
1315	9.375	10.762	12.149	13.735	15.550	17.631	20.023	22.774	25.525
1316	9.377	10.765	12.153	13.739	15.555	17.638	20.030	22.784	25.537
1317	9.380	10.768	12.157	13.744	15.561	17.645	20.039	22.793	25.548
1318	9.383	10.772	12.161	13.748	15.566	17.651	20.046	22.803	25.559
1319	9.386	10.775	12.165	13.753	15.572	17.658	20.054	22.812	25.570
1320	9.389	10.779	12.168	13.758	15.577	17.664	20.062	22.822	25.581
1321	9.391	10.782	12.172	13.762	15.583	17.671	20.070	22.831	25.592
1322	9.394	10.785	12.176	13.767	15.588	17.677	20.078	22.841	25.604
1323	9.397	10.789	12.180	13.772	15.594	17.684	20.086	22.850	25.614
1324	9.400	10.792	12.184	13.776	15.599	17.691	20.094	22.860	25.626
1325	9.402	10.795	12.188	13.781	15.605	17.697	20.102	22.869	25.637
1326	9.405	10.798	12.192	13.785	15.610	17.704	20.109	22.879	25.648
1327	9.408	10.802	12.196	13.790	15.616	17.710	20.117	22.888	25.660
1328	9.411	10.805	12.200	13.795	15.621	17.717	20.125	22.898	25.670
1329	9.413	10.808	12.204	13.799	15.627	17.723	20.133	22.907	25.681
1330	9.416	10.812	12.208	13.804	15.632	17.730	20.141	22.917	25.693
1331	9.419	10.815	12.211	13.808	15.638	17.737	20.149	22.927	25.704
1332	9.422	10.819	12.215	13.813	15.643	17.743	20.156	22.935	25.714
1333	9.424	10.822	12.219	13.818	15.649	17.750	20.164	22.945	25.726
1334	9.427	10.825	12.223	13.822	15.654	17.756	20.172	22.955	25.737
1335	9.430	10.828	12.227	13.827	15.660	17.763	20.180	22.964	25.749
1336	9.432	10.832	12.231	13.831	15.665	17.769	20.188	22.974	25.760
1337	9.435	10.835	12.235	13.836	15.670	17.776	20.196	22.983	25.770
1338	9.438	10.838	12.239	13.841	15.676	17.782	20.204	22.993	25.782
1339	9.441	10.842	12.243	13.845	15.682	17.789	20.212	23.002	25.793
1340	9.443	10.845	12.247	13.850	15.687	17.796	20.220	23.012	25.805
1341	9.446	10.848	12.251	13.855	15.692	17.802	20.227	23.021	25.815
1342	9.449	10.852	12.254	13.859	15.698	17.809	20.235	23.031	25.826
1343	9.452	10.855	12.258	13.864	15.703	17.815	20.243	23.040	25.838
1344	9.454	10.858	12.262	13.868	15.709	17.822	20.251	23.050	25.849
1345	9.457	10.861	12.266	13.873	15.714	17.828	20.259	23.060	25.860
1346	9.460	10.865	12.270	13.878	15.720	17.835	20.267	23.069	25.871
1347	9.463	10.868	12.274	13.882	15.725	17.841	20.275	23.078	25.882
1348	9.465	10.871	12.278	13.887	15.731	17.848	20.283	23.088	25.894
1349	9.468	10.875	12.282	13.891	15.736	17.855	20.291	23.098	25.905
1350	9.471	10.878	12.285	13.896	15.742	17.861	20.299	23.108	25.916
1351	9.474	10.882	12.290	13.901	15.747	17.868	20.306	23.117	25.927
1352	9.476	10.885	12.293	13.905	15.753	17.874	20.314	23.126	25.938
1353	9.479	10.888	12.297	13.910	15.758	17.881	20.322	23.136	25.950
1354	9.481	10.891	12.301	13.914	15.764	17.887	20.330	23.146	25.961
1355	9.484	10.895	12.305	13.919	15.769	17.894	20.338	23.155	25.972
1356	9.487	10.898	12.309	13.924	15.775	17.900	20.346	23.164	25.983
1357	9.490	10.901	12.313	13.928	15.780	17.907	20.354	23.174	25.994
1358	9.492	10.905	12.317	13.933	15.786	17.914	20.362	23.184	26.006
1359	9.495	10.908	12.320	13.937	15.791	17.920	20.370	23.193	26.017
1360	9.498	10.911	12.324	13.942	15.797	17.927	20.378	23.203	26.028
1361	9.501	10.915	12.328	13.947	15.802	17.933	20.385	23.212	26.039
1362	9.503	10.918	12.332	13.951	15.808	17.940	20.393	23.222	26.050
1363	9.506	10.921	12.336	13.956	15.813	17.946	20.401	23.231	26.061
1364	9.509	10.924	12.340	13.960	15.818	17.953	20.409	23.241	26.073
1365	9.511	10.928	12.344	13.965	15.824	17.960	20.417	23.251	26.085
1366	9.514	10.931	12.348	13.970	15.830	17.966	20.425	23.261	26.096
1367	9.517	10.934	12.352	13.974	15.835	17.973	20.433	23.270	26.106
1368	9.520	10.938	12.355	13.979	15.840	17.979	20.441	23.279	26.118
1369	9.522	10.941	12.359	13.983	15.846	17.986	20.449	23.289	26.129
1370	9.525	10.944	12.363	13.988	15.851	17.992	20.457	23.299	26.140
1371	9.528	10.947	12.367	13.993	15.857	17.999	20.465	23.308	26.152
1372	9.530	10.950	12.371	13.997	15.862	18.006	20.473	23.318	26.163
1373	9.533	10.954	12.375	14.002	15.868	18.012	20.480	23.327	26.174
1374	9.536	10.957	12.379	14.006	15.873	18.019	20.488	23.337	26.185
1375	9.538	10.961	12.383	14.011	15.879	18.025	20.496	23.346	26.197
1376	9.541	10.964	12.386	14.015	15.884	18.032	20.504	23.356	26.208
1377	9.544	10.967	12.390	14.020	15.890	18.038	20.512	23.366	26.220
1378	9.546	10.970	12.394	14.025	15.895	18.045	20.520	23.376	26.231
1379	9.549	10.974	12.398	14.029	15.901	18.051	20.528	23.385	26.241
1380	9.552	10.977	12.402	14.034	15.906	18.058	20.536	23.394	26.253
1381	9.555	10.980	12.406	14.038	15.912	18.065	20.544	23.404	26.264
1382	9.557	10.983	12.410	14.043	15.917	18.071	20.552	23.414	26.276
1383	9.560	10.987	12.413	14.048	15.923	18.078	20.560	23.423	26.287
1384	9.563	10.990	12.417	14.052	15.928	18.084	20.568	23.433	26.299
1385	9.565	10.993	12.421	14.057	15.934	18.091	20.576	23.443	26.310
1386	9.568	10.997	12.425	14.061	15.939	18.097	20.583	23.452	26.320
1387	9.571	11.000	12.429	14.066	15.944	18.104	20.591	23.462	26.332
1388	9.573	11.003	12.433	14.071	15.950	18.111	20.599	23.471	26.343
1389	9.576	11.006	12.437	14.075	15.955	18.117	20.607	23.481	26.355
1390	9.579	11.010	12.440	14.080	15.961	18.124	20.615	23.491	26.366
1391	9.581	11.013	12.444	14.084	15.966	18.130	20.623	23.501	26.378
1392	9.584	11.016	12.448	14.089	15.972	18.137	20.631	23.509	26.388
1393	9.587	11.020	12.452	14.093	15.977	18.143	20.639	23.519	26.400
1394	9.590	11.023	12.456	14.098	15.983	18.150	20.647	23.529	26.411
1395	9.592	11.026	12.460	14.103	15.988	18.157	20.655	23.539	26.422
1396	9.595	11.029	12.464	14.107	15.994	18.163	20.663	23.548	26.434
1397	9.597	11.032	12.467	14.112	15.999	18.170	20.671	23.558	26.445
1398	9.600	11.036	12.471	14.116	16.005	18.176	20.679	23.568	26.457
1399	9.603	11.039	12.475	14.121	16.010	18.183	20.687	23.578	26.468
1400	9.606	11.042	12.479	14.126	16.016	18.189	20.694	23.587	26.479
1401	9.608	11.046	12.483	14.130	16.021	18.196	20.702	23.596	26.490
1402	9.611	11.049	12.487	14.135	16.026	18.203	20.710	23.606	26.502
1403	9.614	11.052	12.491	14.139	16.032	18.209	20.718	23.616	26.513
1404	9.616	11.055	12.494	14.144	16.038	18.216	20.726	23.626	26.525
1405	9.619	11.059	12.498	14.148	16.043	18.222	20.734	23.635	26.536
1406	9.621	11.062	12.502	14.153	16.048	18.229	20.742	23.645	26.548
1407	9.624	11.065	12.506	14.157	16.054	18.236	20.750	23.655	26.559
1408	9.627	11.069	12.510	14.162	16.059	18.242	20.758	23.664	26.570
1409	9.630	11.072	12.514	14.167	16.065	18.249	20.766	23.673	26.581
1410	9.632	11.075	12.518	14.171	16.070	18.255	20.774	23.683	26.593
1411	9.635	11.078	12.521	14.176	16.076	18.262	20.782	23.693	26.604
1412	9.637	11.081	12.525	14.180	16.081	18.268	20.790	23.703	26.615
1413	9.640	11.085	12.529	14.185	16.087	18.275	20.798	23.713	26.627
1414	9.643	11.088	12.533	14.190	16.092	18.282	20.806	23.722	26.639
1415	9.645	11.091	12.537	14.194	16.098	18.288	20.814	23.732	26.650
1416	9.648	11.094	12.540	14.199	16.103	18.295	20.822	23.742	26.662
1417	9.651	11.098	12.545	14.203	16.109	18.301	20.830	23.751	26.672
1418	9.654	11.101	12.548	14.208	16.114	18.308	20.837	23.760	26.683
1419	9.656	11.104	12.552	14.212	16.119	18.314	20.846	23.770	26.695
1420	9.659	11.107	12.556	14.217	16.125	18.321	20.854	23.780	26.706
1421	9.661	11.111	12.560	14.221	16.130	18.328	20.862	23.790	26.718
1422	9.664	11.114	12.564	14.226	16.136	18.334	20.870	23.800	26.730
1423	9.667	11.117	12.567	14.231	16.141	18.341	20.878	23.809	26.741
1424	9.669	11.120	12.571	14.235	16.147	18.347	20.886	23.819	26.752
1425	9.672	11.123	12.575	14.240	16.152	18.354	20.894	23.829	26.764
1426	9.675	11.127	12.579	14.244	16.158	18.361	20.902	23.839	26.776
1427	9.677	11.130	12.583	14.249	16.163	18.367	20.909	23.847	26.786
1428	9.680	11.133	12.587	14.253	16.169	18.374	20.917	23.857	26.797
1429	9.683	11.137	12.591	14.258	16.174	18.380	20.925	23.867	26.809
1430	9.685	11.140	12.594	14.263	16.180	18.387	20.933	23.877	26.821
1431	9.688	11.143	12.598	14.267	16.185	18.393	20.941	23.887	26.832
1432	9.691	11.146	12.602	14.272	16.191	18.400	20.949	23.896	26.844
1433	9.693	11.149	12.606	14.276	16.196	18.407	20.957	23.906	26.855
1434	9.696	11.153	12.610	14.281	16.202	18.413	20.965	23.916	26.867
1435	9.698	11.156	12.613	14.285	16.207	18.420	20.973	23.926	26.878
1436	9.701	11.159	12.617	14.290	16.212	18.426	20.981	23.935	26.890
1437	9.704	11.162	12.621	14.294	16.218	18.433	20.989	23.945	26.901
1438	9.706	11.165	12.625	14.299	16.223	18.440	20.997	23.955	26.913
1439	9.709	11.169	12.629	14.303	16.229	18.446	21.005	23.965	26.924
1440	9.712	11.172	12.633	14.308	16.234	18.453	21.013	23.974	26.935
1441	9.714	11.175	12.636	14.313	16.240	18.459	21.021	23.984	26.946
1442	9.717	11.179	12.640	14.317	16.245	18.466	21.029	23.993	26.958
1443	9.720	11.182	12.644	14.322	16.251	18.472	21.037	24.003	26.969
1444	9.722	11.185	12.648	14.326	16.256	18.479	21.045	24.013	26.981
1445	9.725	11.188	12.652	14.331	16.262	18.486	21.053	24.023	26.992
1446	9.727	11.191	12.655	14.335	16.267	18.492	21.061	24.033	27.004
1447	9.730	11.195	12.659	14.340	16.272	18.499	21.069	24.042	27.016
1448	9.733	11.198	12.663	14.344	16.278	18.505	21.077	24.052	27.027
1449	9.735	11.201	12.667	14.349	16.283	18.512	21.085	24.062	27.039
1450	9.738	11.204	12.671	14.354	16.289	18.519	21.093	24.072	27.050
1451	9.740	11.207	12.674	14.358	16.294	18.525	21.101	24.081	27.062
1452	9.743	11.211	12.678	14.363	16.300	18.532	21.109	24.091	27.073
1453	9.746	11.214	12.682	14.367	16.305	18.539	21.117	24.101	27.085
1454	9.748	11.217	12.686	14.372	16.311	18.545	21.125	24.111	27.096
1455	9.751	11.221	12.690	14.376	16.316	18.552	21.133	24.120	27.107
1456	9.754	11.224	12.694	14.381	16.322	18.558	21.141	24.130	27.118
1457	9.756	11.227	12.697	14.386	16.327	18.565	21.149	24.139	27.130
1458	9.759	11.230	12.701	14.390	16.332	18.571	21.157	24.149	27.142
1459	9.761	11.233	12.705	14.395	16.338	18.578	21.165	24.159	27.153
1460	9.764	11.236	12.709	14.399	16.343	18.585	21.173	24.169	27.165
1461	9.767	11.240	12.713	14.404	16.349	18.591	21.181	24.178	27.176
1462	9.769	11.243	12.716	14.408	16.354	18.598	21.189	24.188	27.188
1463	9.772	11.246	12.720	14.413	16.360	18.604	21.197	24.198	27.199
1464	9.774	11.249	12.724	14.417	16.365	18.611	21.205	24.208	27.211
1465	9.777	11.252	12.728	14.422	16.371	18.618	21.213	24.218	27.223
1466	9.780	11.256	12.732	14.426	16.376	18.624	21.221	24.228	27.234
1467	9.782	11.259	12.735	14.431	16.382	18.631	21.229	24.237	27.246
1468	9.785	11.262	12.739	14.435	16.387	18.637	21.237	24.247	27.257
1469	9.787	11.265	12.743	14.440	16.393	18.644	21.245	24.257	27.269
1470	9.790	11.268	12.747	14.445	16.398	18.651	21.253	24.267	27.281
1471	9.793	11.272	12.751	14.449	16.404	18.657	21.261	24.277	27.292
1472	9.795	11.275	12.754	14.454	16.409	18.664	21.269	24.286	27.304
1473	9.798	11.278	12.758	14.458	16.414	18.670	21.277	24.296	27.315
1474	9.800	11.281	12.762	14.463	16.420	18.677	21.285	24.306	27.327
1475	9.803	11.284	12.766	14.467	16.425	18.683	21.293	24.316	27.338
1476	9.806	11.288	12.770	14.472	16.431	18.690	21.301	24.326	27.350
1477	9.808	11.291	12.773	14.476	16.436	18.697	21.309	24.336	27.362
1478	9.811	11.294	12.777	14.481	16.442	18.703	21.317	24.345	27.373
1479	9.813	11.297	12.781	14.485	16.447	18.710	21.325	24.355	27.385
1480	9.816	11.300	12.785	14.490	16.453	18.717	21.333	24.365	27.396
1481	9.818	11.303	12.788	14.494	16.458	18.723	21.341	24.375	27.408
1482	9.821	11.307	12.792	14.499	16.464	18.730	21.349	24.384	27.419
1483	9.823	11.310	12.796	14.503	16.469	18.736	21.357	24.394	27.431
1484	9.826	11.313	12.800	14.508	16.474	18.743	21.365	24.403	27.442
1485	9.829	11.317	12.804	14.513	16.480	18.749	21.373	24.413	27.453
