Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
923	7.845	8.931	10.018	11.284	12.769	14.521	16.601	19.091	21.580
924	7.849	8.936	10.023	11.290	12.776	14.528	16.610	19.101	21.592
925	7.852	8.940	10.027	11.295	12.782	14.536	16.619	19.112	21.605
926	7.856	8.944	10.032	11.301	12.788	14.543	16.628	19.122	21.617
927	7.859	8.948	10.037	11.306	12.795	14.551	16.637	19.133	21.630
928	7.863	8.952	10.042	11.312	12.801	14.558	16.646	19.144	21.642
929	7.866	8.956	10.047	11.317	12.808	14.566	16.655	19.155	21.655
930	7.870	8.961	10.051	11.323	12.814	14.573	16.664	19.165	21.667
931	7.873	8.965	10.056	11.328	12.820	14.581	16.673	19.176	21.679
932	7.877	8.969	10.061	11.334	12.827	14.588	16.681	19.186	21.691
933	7.880	8.973	10.066	11.339	12.833	14.596	16.691	19.197	21.704
934	7.884	8.977	10.070	11.345	12.840	14.603	16.699	19.208	21.716
935	7.888	8.981	10.075	11.350	12.846	14.611	16.708	19.219	21.729
936	7.891	8.986	10.080	11.356	12.852	14.619	16.717	19.229	21.741
937	7.895	8.990	10.085	11.361	12.859	14.626	16.726	19.240	21.754
938	7.898	8.994	10.089	11.367	12.865	14.634	16.735	19.251	21.767
939	7.902	8.998	10.094	11.372	12.872	14.641	16.744	19.261	21.778
940	7.905	9.002	10.099	11.378	12.878	14.649	16.753	19.272	21.791
941	7.909	9.006	10.104	11.383	12.884	14.656	16.762	19.283	21.803
942	7.912	9.010	10.108	11.389	12.891	14.664	16.771	19.293	21.816
943	7.916	9.014	10.113	11.394	12.897	14.671	16.779	19.304	21.828
944	7.919	9.018	10.118	11.400	12.903	14.678	16.788	19.314	21.841
945	7.922	9.022	10.122	11.405	12.910	14.686	16.797	19.326	21.854
946	7.926	9.027	10.127	11.410	12.916	14.693	16.806	19.336	21.866
947	7.929	9.030	10.132	11.416	12.922	14.701	16.815	19.347	21.878
948	7.933	9.035	10.136	11.421	12.929	14.708	16.824	19.357	21.890
949	7.936	9.039	10.141	11.427	12.935	14.716	16.833	19.368	21.903
950	7.940	9.043	10.146	11.432	12.942	14.723	16.842	19.379	21.916
951	7.943	9.047	10.150	11.438	12.948	14.731	16.850	19.389	21.928
952	7.947	9.051	10.155	11.443	12.954	14.738	16.859	19.400	21.940
953	7.950	9.055	10.160	11.449	12.960	14.746	16.868	19.410	21.952
954	7.954	9.059	10.164	11.454	12.967	14.753	16.877	19.421	21.965
955	7.957	9.063	10.169	11.459	12.973	14.761	16.886	19.432	21.978
956	7.961	9.067	10.174	11.465	12.980	14.768	16.895	19.442	21.990
957	7.964	9.071	10.178	11.470	12.986	14.776	16.904	19.453	22.003
958	7.968	9.075	10.183	11.476	12.992	14.783	16.912	19.463	22.014
959	7.971	9.079	10.188	11.481	12.998	14.791	16.921	19.474	22.027
960	7.974	9.083	10.192	11.486	13.005	14.798	16.930	19.485	22.040
961	7.978	9.088	10.197	11.492	13.011	14.805	16.939	19.496	22.052
962	7.981	9.092	10.202	11.497	13.017	14.813	16.948	19.506	22.065
963	7.985	9.096	10.206	11.503	13.024	14.820	16.957	19.517	22.077
964	7.988	9.100	10.211	11.508	13.030	14.828	16.966	19.527	22.089
965	7.992	9.104	10.216	11.513	13.036	14.835	16.975	19.538	22.102
966	7.995	9.108	10.220	11.519	13.043	14.843	16.984	19.549	22.115
967	7.998	9.112	10.225	11.524	13.049	14.850	16.992	19.559	22.127
968	8.002	9.116	10.230	11.530	13.055	14.858	17.001	19.570	22.140
969	8.005	9.120	10.234	11.535	13.062	14.865	17.010	19.581	22.152
970	8.009	9.124	10.239	11.540	13.068	14.872	17.019	19.591	22.164
971	8.012	9.128	10.244	11.546	13.074	14.880	17.028	19.602	22.177
972	8.015	9.132	10.248	11.551	13.080	14.887	17.037	19.613	22.189
973	8.019	9.136	10.253	11.556	13.087	14.895	17.045	19.623	22.201
974	8.022	9.140	10.257	11.562	13.093	14.902	17.054	19.634	22.214
975	8.026	9.144	10.262	11.567	13.099	14.910	17.063	19.645	22.227
976	8.029	9.148	10.267	11.572	13.106	14.917	17.072	19.656	22.239
977	8.032	9.152	10.271	11.578	13.112	14.924	17.081	19.666	22.251
978	8.036	9.156	10.276	11.583	13.118	14.932	17.090	19.677	22.264
979	8.039	9.160	10.281	11.589	13.124	14.939	17.099	19.688	22.277
980	8.043	9.164	10.285	11.594	13.131	14.947	17.107	19.698	22.289
981	8.046	9.168	10.290	11.599	13.137	14.954	17.116	19.709	22.301
982	8.049	9.172	10.294	11.605	13.143	14.962	17.125	19.720	22.314
983	8.052	9.176	10.299	11.610	13.150	14.969	17.134	19.731	22.327
984	8.056	9.180	10.304	11.615	13.156	14.976	17.143	19.741	22.339
985	8.059	9.184	10.308	11.621	13.162	14.984	17.152	19.752	22.351
986	8.063	9.188	10.313	11.626	13.168	14.991	17.161	19.763	22.364
987	8.066	9.192	10.317	11.631	13.175	14.999	17.170	19.773	22.377
988	8.069	9.196	10.322	11.637	13.181	15.006	17.178	19.783	22.389
989	8.073	9.200	10.327	11.642	13.187	15.013	17.187	19.794	22.402
990	8.076	9.204	10.331	11.647	13.193	15.021	17.196	19.805	22.414
991	8.079	9.207	10.336	11.653	13.200	15.028	17.205	19.816	22.427
992	8.083	9.212	10.340	11.658	13.206	15.036	17.214	19.826	22.439
993	8.086	9.216	10.345	11.663	13.212	15.043	17.223	19.837	22.452
994	8.089	9.219	10.349	11.669	13.218	15.051	17.232	19.848	22.464
995	8.093	9.223	10.354	11.674	13.225	15.058	17.240	19.859	22.477
996	8.096	9.227	10.359	11.680	13.231	15.065	17.249	19.869	22.489
997	8.100	9.231	10.363	11.685	13.237	15.073	17.258	19.880	22.501
998	8.103	9.235	10.368	11.690	13.244	15.080	17.267	19.891	22.514
999	8.106	9.239	10.372	11.695	13.250	15.088	17.276	19.901	22.527
1000	8.109	9.243	10.377	11.701	13.256	15.095	17.285	19.912	22.540
1001	8.113	9.247	10.381	11.706	13.262	15.102	17.293	19.922	22.551
1002	8.116	9.251	10.386	11.711	13.268	15.110	17.302	19.933	22.564
1003	8.119	9.255	10.391	11.717	13.275	15.117	17.311	19.944	22.577
1004	8.123	9.259	10.395	11.722	13.281	15.125	17.320	19.955	22.590
1005	8.126	9.263	10.400	11.727	13.287	15.132	17.329	19.966	22.602
1006	8.129	9.267	10.404	11.733	13.293	15.139	17.338	19.976	22.614
1007	8.133	9.271	10.409	11.738	13.300	15.147	17.346	19.987	22.627
1008	8.136	9.275	10.413	11.743	13.306	15.154	17.355	19.998	22.640
1009	8.139	9.279	10.418	11.748	13.312	15.161	17.364	20.008	22.652
1010	8.142	9.282	10.422	11.754	13.318	15.169	17.373	20.019	22.665
1011	8.146	9.286	10.427	11.759	13.325	15.176	17.382	20.030	22.678
1012	8.149	9.290	10.431	11.764	13.331	15.184	17.391	20.040	22.689
1013	8.153	9.294	10.436	11.770	13.337	15.191	17.400	20.051	22.702
1014	8.156	9.298	10.441	11.775	13.343	15.198	17.409	20.062	22.715
1015	8.159	9.302	10.445	11.780	13.350	15.206	17.417	20.073	22.728
1016	8.162	9.306	10.449	11.785	13.356	15.213	17.426	20.083	22.740
1017	8.165	9.310	10.454	11.791	13.362	15.221	17.435	20.094	22.753
1018	8.169	9.314	10.459	11.796	13.368	15.228	17.444	20.105	22.766
1019	8.172	9.318	10.463	11.801	13.374	15.235	17.453	20.115	22.778
1020	8.175	9.322	10.468	11.807	13.381	15.243	17.462	20.126	22.790
1021	8.179	9.325	10.472	11.812	13.387	15.250	17.471	20.137	22.803
1022	8.182	9.329	10.477	11.817	13.393	15.258	17.480	20.148	22.816
1023	8.185	9.333	10.481	11.823	13.399	15.265	17.488	20.159	22.829
1024	8.188	9.337	10.486	11.828	13.406	15.272	17.497	20.169	22.841
1025	8.192	9.341	10.490	11.833	13.412	15.280	17.506	20.180	22.854
1026	8.195	9.345	10.495	11.838	13.418	15.287	17.515	20.191	22.867
1027	8.198	9.349	10.499	11.844	13.424	15.295	17.524	20.202	22.880
1028	8.201	9.353	10.504	11.849	13.430	15.302	17.533	20.213	22.893
1029	8.205	9.357	10.508	11.854	13.437	15.309	17.541	20.223	22.904
1030	8.208	9.360	10.513	11.859	13.443	15.317	17.550	20.234	22.917
1031	8.211	9.364	10.517	11.865	13.449	15.324	17.559	20.244	22.930
1032	8.215	9.368	10.522	11.870	13.455	15.332	17.568	20.255	22.942
1033	8.218	9.372	10.526	11.875	13.461	15.339	17.577	20.266	22.955
1034	8.221	9.376	10.531	11.881	13.468	15.346	17.586	20.277	22.968
1035	8.224	9.380	10.535	11.886	13.474	15.354	17.595	20.288	22.981
1036	8.228	9.384	10.540	11.891	13.480	15.361	17.604	20.299	22.993
1037	8.231	9.387	10.544	11.896	13.486	15.369	17.613	20.309	23.006
1038	8.234	9.391	10.549	11.902	13.492	15.376	17.622	20.320	23.019
1039	8.237	9.395	10.553	11.907	13.499	15.383	17.631	20.331	23.031
1040	8.240	9.399	10.558	11.912	13.505	15.391	17.639	20.342	23.044
1041	8.244	9.403	10.562	11.917	13.511	15.398	17.648	20.353	23.057
1042	8.247	9.407	10.567	11.922	13.517	15.406	17.657	20.364	23.070
1043	8.250	9.410	10.571	11.928	13.524	15.413	17.666	20.374	23.082
1044	8.253	9.414	10.576	11.933	13.530	15.420	17.675	20.385	23.095
1045	8.256	9.418	10.580	11.938	13.536	15.428	17.684	20.396	23.108
1046	8.260	9.422	10.584	11.943	13.542	15.435	17.693	20.407	23.121
1047	8.263	9.426	10.589	11.949	13.548	15.443	17.702	20.418	23.133
1048	8.266	9.430	10.594	11.954	13.554	15.450	17.710	20.428	23.145
1049	8.270	9.434	10.598	11.959	13.561	15.457	17.719	20.439	23.158
1050	8.273	9.438	10.603	11.965	13.567	15.465	17.728	20.449	23.171
1051	8.276	9.441	10.607	11.970	13.573	15.472	17.737	20.460	23.183
1052	8.279	9.445	10.611	11.975	13.579	15.479	17.746	20.471	23.196
1053	8.282	9.449	10.616	11.980	13.586	15.487	17.755	20.482	23.209
1054	8.285	9.453	10.620	11.985	13.592	15.494	17.764	20.494	23.223
1055	8.288	9.457	10.625	11.991	13.598	15.502	17.773	20.504	23.236
1056	8.292	9.460	10.629	11.996	13.604	15.509	17.782	20.515	23.248
1057	8.295	9.464	10.634	12.001	13.610	15.516	17.791	20.526	23.261
1058	8.298	9.468	10.638	12.006	13.616	15.524	17.800	20.537	23.274
1059	8.301	9.472	10.643	12.012	13.623	15.531	17.809	20.548	23.287
1060	8.305	9.476	10.647	12.017	13.629	15.539	17.818	20.559	23.300
1061	8.308	9.480	10.651	12.022	13.635	15.546	17.827	20.569	23.312
1062	8.311	9.483	10.656	12.027	13.641	15.553	17.835	20.580	23.325
1063	8.314	9.487	10.660	12.033	13.648	15.561	17.844	20.591	23.338
1064	8.317	9.491	10.665	12.038	13.654	15.568	17.853	20.602	23.351
1065	8.321	9.495	10.669	12.043	13.660	15.576	17.862	20.613	23.363
1066	8.324	9.499	10.674	12.048	13.666	15.583	17.871	20.624	23.376
1067	8.327	9.503	10.678	12.054	13.672	15.590	17.880	20.635	23.389
1068	8.330	9.506	10.683	12.059	13.678	15.598	17.889	20.645	23.402
1069	8.333	9.510	10.687	12.064	13.685	15.605	17.898	20.656	23.415
1070	8.337	9.514	10.692	12.069	13.691	15.613	17.907	20.667	23.428
1071	8.340	9.518	10.696	12.074	13.697	15.620	17.916	20.678	23.440
1072	8.343	9.522	10.701	12.080	13.703	15.628	17.925	20.689	23.453
1073	8.346	9.525	10.705	12.085	13.710	15.635	17.934	20.700	23.467
1074	8.349	9.529	10.709	12.090	13.716	15.642	17.943	20.711	23.480
1075	8.352	9.533	10.714	12.095	13.722	15.650	17.952	20.722	23.492
1076	8.355	9.537	10.718	12.100	13.728	15.657	17.961	20.733	23.505
1077	8.359	9.541	10.723	12.106	13.734	15.665	17.970	20.744	23.518
1078	8.362	9.544	10.727	12.111	13.740	15.672	17.978	20.755	23.531
1079	8.365	9.548	10.731	12.116	13.747	15.679	17.987	20.765	23.544
1080	8.368	9.552	10.736	12.121	13.753	15.687	17.996	20.776	23.557
1081	8.371	9.556	10.740	12.127	13.759	15.694	18.005	20.787	23.569
1082	8.374	9.559	10.745	12.132	13.765	15.702	18.015	20.799	23.583
1083	8.377	9.563	10.749	12.137	13.771	15.709	18.023	20.810	23.596
1084	8.381	9.567	10.754	12.142	13.778	15.717	18.032	20.821	23.609
1085	8.384	9.571	10.758	12.147	13.784	15.724	18.041	20.832	23.622
1086	8.387	9.575	10.762	12.153	13.790	15.731	18.050	20.842	23.634
1087	8.390	9.578	10.767	12.158	13.796	15.739	18.059	20.853	23.647
1088	8.393	9.582	10.771	12.163	13.802	15.746	18.068	20.864	23.660
1089	8.396	9.586	10.776	12.168	13.808	15.754	18.077	20.876	23.674
1090	8.399	9.590	10.780	12.173	13.815	15.761	18.086	20.886	23.687
1091	8.403	9.594	10.785	12.179	13.821	15.768	18.095	20.897	23.700
1092	8.406	9.597	10.789	12.184	13.827	15.776	18.104	20.908	23.712
1093	8.409	9.601	10.793	12.189	13.833	15.783	18.113	20.919	23.725
1094	8.412	9.605	10.798	12.194	13.840	15.791	18.122	20.930	23.738
1095	8.415	9.608	10.802	12.199	13.846	15.798	18.131	20.942	23.752
1096	8.418	9.612	10.806	12.205	13.852	15.806	18.140	20.952	23.765
1097	8.421	9.616	10.811	12.210	13.858	15.813	18.149	20.963	23.778
1098	8.424	9.620	10.815	12.215	13.864	15.820	18.158	20.974	23.790
1099	8.428	9.624	10.820	12.220	13.870	15.828	18.167	20.985	23.803
1100	8.430	9.627	10.824	12.225	13.877	15.835	18.176	20.997	23.817
1101	8.434	9.631	10.829	12.231	13.883	15.843	18.185	21.008	23.830
1102	8.437	9.635	10.833	12.236	13.889	15.850	18.194	21.018	23.843
1103	8.440	9.639	10.837	12.241	13.895	15.858	18.203	21.029	23.856
1104	8.443	9.642	10.842	12.246	13.901	15.865	18.212	21.040	23.869
1105	8.446	9.646	10.846	12.251	13.908	15.873	18.221	21.052	23.883
1106	8.449	9.650	10.851	12.257	13.914	15.880	18.230	21.063	23.895
1107	8.452	9.654	10.855	12.262	13.920	15.887	18.239	21.074	23.908
1108	8.456	9.657	10.859	12.267	13.926	15.895	18.248	21.085	23.921
1109	8.459	9.661	10.864	12.272	13.932	15.902	18.257	21.096	23.934
1110	8.462	9.665	10.868	12.277	13.938	15.910	18.266	21.107	23.948
1111	8.465	9.669	10.872	12.283	13.945	15.917	18.275	21.118	23.961
1112	8.468	9.672	10.877	12.288	13.951	15.924	18.284	21.129	23.974
1113	8.471	9.676	10.881	12.293	13.957	15.932	18.293	21.140	23.986
1114	8.474	9.680	10.886	12.298	13.963	15.939	18.303	21.152	24.001
1115	8.477	9.684	10.890	12.303	13.969	15.947	18.311	21.162	24.013
1116	8.480	9.687	10.894	12.309	13.976	15.954	18.320	21.173	24.026
1117	8.483	9.691	10.899	12.314	13.982	15.962	18.330	21.185	24.040
1118	8.486	9.695	10.903	12.319	13.988	15.969	18.339	21.196	24.053
1119	8.489	9.698	10.908	12.324	13.994	15.977	18.348	21.207	24.066
1120	8.493	9.702	10.912	12.329	14.000	15.984	18.357	21.218	24.079
1121	8.495	9.706	10.916	12.334	14.006	15.991	18.366	21.229	24.093
1122	8.499	9.710	10.921	12.340	14.013	15.999	18.375	21.240	24.106
1123	8.502	9.713	10.925	12.345	14.019	16.006	18.384	21.251	24.118
1124	8.505	9.717	10.930	12.350	14.025	16.014	18.393	21.262	24.132
1125	8.508	9.721	10.934	12.355	14.031	16.021	18.402	21.274	24.145
1126	8.511	9.725	10.938	12.360	14.037	16.029	18.411	21.285	24.158
1127	8.514	9.728	10.943	12.365	14.044	16.036	18.420	21.296	24.171
1128	8.517	9.732	10.947	12.371	14.050	16.044	18.429	21.307	24.185
1129	8.520	9.736	10.951	12.376	14.056	16.051	18.438	21.318	24.198
1130	8.523	9.739	10.956	12.381	14.062	16.058	18.447	21.329	24.211
1131	8.526	9.743	10.960	12.386	14.068	16.066	18.457	21.341	24.225
1132	8.529	9.747	10.964	12.391	14.074	16.073	18.465	21.352	24.238
1133	8.532	9.751	10.969	12.397	14.081	16.081	18.475	21.363	24.251
1134	8.535	9.754	10.973	12.402	14.087	16.088	18.484	21.374	24.265
1135	8.538	9.758	10.977	12.407	14.093	16.096	18.493	21.385	24.278
1136	8.541	9.762	10.982	12.412	14.099	16.103	18.502	21.396	24.290
1137	8.544	9.765	10.986	12.417	14.105	16.111	18.511	21.408	24.305
1138	8.547	9.769	10.990	12.422	14.112	16.118	18.520	21.419	24.317
1139	8.551	9.773	10.995	12.428	14.118	16.126	18.529	21.430	24.331
1140	8.553	9.776	10.999	12.433	14.124	16.133	18.538	21.441	24.344
1141	8.557	9.780	11.003	12.438	14.130	16.140	18.547	21.452	24.357
1142	8.560	9.784	11.008	12.443	14.136	16.148	18.556	21.463	24.370
1143	8.563	9.787	11.012	12.448	14.142	16.156	18.566	21.475	24.384
1144	8.566	9.791	11.017	12.453	14.148	16.163	18.574	21.486	24.397
1145	8.568	9.795	11.021	12.458	14.155	16.170	18.584	21.497	24.411
1146	8.572	9.798	11.025	12.464	14.161	16.178	18.593	21.509	24.424
1147	8.575	9.802	11.030	12.469	14.167	16.185	18.602	21.519	24.437
1148	8.578	9.806	11.034	12.474	14.173	16.193	18.611	21.531	24.451
1149	8.581	9.809	11.038	12.479	14.179	16.200	18.620	21.542	24.464
1150	8.584	9.813	11.043	12.484	14.186	16.208	18.629	21.553	24.477
1151	8.587	9.817	11.047	12.489	14.192	16.215	18.638	21.565	24.491
1152	8.590	9.821	11.051	12.494	14.198	16.223	18.647	21.576	24.504
1153	8.593	9.824	11.055	12.500	14.204	16.230	18.657	21.587	24.518
1154	8.596	9.828	11.060	12.505	14.210	16.238	18.666	21.598	24.531
1155	8.599	9.832	11.064	12.510	14.216	16.245	18.675	21.609	24.544
1156	8.602	9.835	11.068	12.515	14.223	16.252	18.684	21.621	24.558
1157	8.605	9.839	11.073	12.520	14.229	16.260	18.693	21.632	24.571
1158	8.608	9.842	11.077	12.525	14.235	16.267	18.702	21.643	24.585
1159	8.611	9.846	11.082	12.530	14.241	16.275	18.711	21.655	24.598
1160	8.614	9.850	11.086	12.536	14.247	16.282	18.721	21.666	24.612
1161	8.617	9.853	11.090	12.541	14.253	16.290	18.730	21.677	24.625
1162	8.620	9.857	11.095	12.546	14.260	16.297	18.739	21.688	24.638
1163	8.623	9.861	11.099	12.551	14.266	16.305	18.748	21.700	24.652
1164	8.626	9.864	11.103	12.556	14.272	16.312	18.757	21.711	24.665
1165	8.629	9.868	11.107	12.561	14.278	16.320	18.766	21.722	24.679
1166	8.632	9.872	11.112	12.566	14.284	16.327	18.775	21.734	24.692
1167	8.635	9.875	11.116	12.571	14.290	16.335	18.784	21.745	24.706
1168	8.638	9.879	11.120	12.577	14.297	16.342	18.793	21.756	24.719
1169	8.641	9.883	11.125	12.582	14.303	16.350	18.803	21.768	24.733
1170	8.644	9.886	11.129	12.587	14.309	16.357	18.812	21.779	24.746
1171	8.646	9.890	11.133	12.592	14.315	16.365	18.821	21.791	24.760
1172	8.650	9.894	11.138	12.597	14.321	16.372	18.830	21.802	24.773
1173	8.653	9.897	11.142	12.602	14.327	16.379	18.839	21.812	24.786
1174	8.655	9.901	11.146	12.607	14.334	16.387	18.848	21.824	24.800
1175	8.659	9.905	11.150	12.613	14.340	16.394	18.857	21.835	24.813
1176	8.661	9.908	11.155	12.618	14.346	16.402	18.867	21.847	24.827
1177	8.665	9.912	11.159	12.623	14.352	16.409	18.876	21.858	24.840
1178	8.667	9.915	11.163	12.628	14.358	16.417	18.885	21.870	24.854
1179	8.671	9.919	11.168	12.633	14.364	16.424	18.894	21.881	24.867
1180	8.673	9.923	11.172	12.638	14.370	16.432	18.903	21.892	24.881
1181	8.676	9.926	11.176	12.643	14.377	16.439	18.912	21.903	24.894
1182	8.679	9.930	11.180	12.648	14.383	16.447	18.922	21.915	24.908
1183	8.682	9.934	11.185	12.654	14.389	16.454	18.931	21.926	24.921
1184	8.685	9.937	11.189	12.659	14.395	16.462	18.940	21.938	24.935
1185	8.688	9.941	11.193	12.664	14.401	16.469	18.949	21.949	24.948
1186	8.691	9.944	11.198	12.669	14.408	16.477	18.959	21.961	24.963
1187	8.694	9.948	11.202	12.674	14.414	16.484	18.967	21.971	24.975
1188	8.697	9.952	11.206	12.679	14.420	16.492	18.977	21.983	24.990
1189	8.700	9.955	11.210	12.684	14.426	16.499	18.986	21.995	25.004
1190	8.703	9.959	11.215	12.689	14.432	16.507	18.995	22.006	25.017
1191	8.706	9.962	11.219	12.694	14.438	16.514	19.004	22.018	25.031
1192	8.709	9.966	11.223	12.700	14.444	16.522	19.013	22.029	25.044
1193	8.711	9.969	11.227	12.705	14.450	16.529	19.023	22.040	25.058
1194	8.715	9.973	11.232	12.710	14.457	16.536	19.032	22.051	25.071
1195	8.717	9.977	11.236	12.715	14.463	16.544	19.041	22.063	25.085
1196	8.720	9.980	11.240	12.720	14.469	16.551	19.050	22.074	25.098
1197	8.723	9.984	11.244	12.725	14.475	16.559	19.059	22.086	25.112
1198	8.726	9.988	11.249	12.730	14.481	16.566	19.068	22.097	25.125
1199	8.729	9.991	11.253	12.735	14.487	16.574	19.078	22.109	25.139
1200	8.732	9.995	11.257	12.740	14.494	16.581	19.087	22.120	25.152
1201	8.735	9.998	11.262	12.745	14.500	16.589	19.096	22.131	25.166
1202	8.738	10.002	11.266	12.750	14.506	16.596	19.106	22.143	25.181
1203	8.741	10.005	11.270	12.756	14.512	16.604	19.115	22.154	25.194
1204	8.744	10.009	11.274	12.761	14.518	16.611	19.124	22.166	25.208
1205	8.747	10.013	11.279	12.766	14.524	16.619	19.133	22.177	25.221
1206	8.749	10.016	11.283	12.771	14.530	16.626	19.142	22.189	25.235
1207	8.753	10.020	11.287	12.776	14.537	16.634	19.151	22.200	25.248
1208	8.755	10.023	11.291	12.781	14.543	16.641	19.161	22.211	25.262
1209	8.758	10.027	11.295	12.786	14.549	16.649	19.170	22.223	25.276
1210	8.761	10.030	11.300	12.791	14.555	16.656	19.179	22.234	25.289
1211	8.764	10.034	11.304	12.796	14.561	16.664	19.188	22.246	25.304
1212	8.767	10.038	11.308	12.801	14.567	16.671	19.197	22.257	25.317
1213	8.770	10.041	11.313	12.806	14.573	16.679	19.207	22.269	25.331
1214	8.772	10.045	11.317	12.811	14.580	16.686	19.216	22.280	25.345
1215	8.776	10.048	11.321	12.817	14.586	16.694	19.225	22.292	25.358
1216	8.778	10.052	11.325	12.822	14.592	16.701	19.234	22.303	25.372
1217	8.781	10.055	11.330	12.827	14.598	16.708	19.243	22.314	25.385
1218	8.784	10.059	11.334	12.832	14.604	16.716	19.253	22.326	25.399
1219	8.787	10.062	11.338	12.837	14.610	16.724	19.262	22.338	25.413
1220	8.790	10.066	11.342	12.842	14.616	16.731	19.271	22.349	25.427
1221	8.793	10.070	11.346	12.847	14.622	16.739	19.280	22.361	25.441
1222	8.796	10.073	11.351	12.852	14.629	16.746	19.290	22.372	25.455
1223	8.799	10.077	11.355	12.857	14.635	16.753	19.299	22.383	25.468
1224	8.801	10.080	11.359	12.862	14.641	16.761	19.308	22.395	25.482
1225	8.804	10.084	11.363	12.867	14.647	16.768	19.317	22.406	25.495
1226	8.807	10.087	11.368	12.872	14.653	16.776	19.327	22.418	25.510
1227	8.810	10.091	11.372	12.877	14.659	16.783	19.336	22.430	25.524
1228	8.813	10.094	11.376	12.882	14.665	16.791	19.345	22.441	25.536
1229	8.816	10.098	11.380	12.887	14.672	16.798	19.354	22.453	25.551
1230	8.818	10.101	11.384	12.892	14.678	16.806	19.364	22.464	25.565
1231	8.822	10.105	11.389	12.898	14.684	16.813	19.373	22.475	25.578
1232	8.824	10.108	11.393	12.903	14.690	16.821	19.382	22.487	25.592
1233	8.827	10.112	11.397	12.908	14.696	16.828	19.391	22.499	25.607
1234	8.830	10.116	11.401	12.913	14.702	16.836	19.400	22.510	25.620
1235	8.833	10.119	11.405	12.918	14.708	16.843	19.410	22.522	25.634
1236	8.836	10.123	11.409	12.923	14.714	16.851	19.419	22.533	25.648
1237	8.839	10.126	11.414	12.928	14.720	16.858	19.428	22.544	25.661
1238	8.841	10.130	11.418	12.933	14.726	16.866	19.437	22.556	25.675
1239	8.844	10.133	11.422	12.938	14.733	16.873	19.446	22.567	25.688
1240	8.847	10.137	11.426	12.943	14.739	16.881	19.456	22.579	25.703
1241	8.850	10.140	11.431	12.948	14.745	16.888	19.465	22.591	25.717
1242	8.853	10.144	11.435	12.953	14.751	16.896	19.475	22.603	25.731
1243	8.856	10.147	11.439	12.958	14.757	16.903	19.483	22.614	25.744
1244	8.858	10.151	11.443	12.963	14.763	16.911	19.493	22.625	25.758
1245	8.861	10.154	11.447	12.968	14.769	16.918	19.502	22.637	25.772
1246	8.864	10.158	11.451	12.973	14.775	16.925	19.511	22.648	25.785
1247	8.867	10.161	11.456	12.978	14.782	16.933	19.521	22.660	25.800
1248	8.870	10.165	11.460	12.983	14.788	16.941	19.530	22.672	25.814
1249	8.873	10.168	11.464	12.988	14.794	16.948	19.539	22.683	25.827
1250	8.875	10.172	11.468	12.993	14.800	16.955	19.548	22.695	25.841
1251	8.878	10.175	11.472	12.998	14.806	16.963	19.558	22.707	25.855
1252	8.881	10.179	11.477	13.004	14.812	16.970	19.567	22.718	25.869
1253	8.884	10.182	11.481	13.008	14.818	16.978	19.576	22.729	25.883
1254	8.887	10.186	11.485	13.013	14.824	16.985	19.585	22.741	25.897
1255	8.890	10.189	11.489	13.019	14.830	16.993	19.594	22.752	25.910
1256	8.892	10.193	11.493	13.024	14.836	17.000	19.604	22.764	25.925
1257	8.895	10.196	11.497	13.029	14.843	17.008	19.613	22.776	25.939
1258	8.898	10.200	11.501	13.034	14.849	17.015	19.622	22.788	25.953
1259	8.901	10.203	11.506	13.039	14.855	17.023	19.631	22.799	25.966
1260	8.903	10.207	11.510	13.044	14.861	17.030	19.641	22.810	25.980
1261	8.906	10.210	11.514	13.049	14.867	17.038	19.650	22.822	25.995
1262	8.909	10.214	11.518	13.054	14.873	17.045	19.659	22.833	26.008
1263	8.912	10.217	11.522	13.059	14.879	17.053	19.669	22.845	26.022
1264	8.915	10.221	11.527	13.064	14.885	17.060	19.678	22.857	26.036
1265	8.918	10.224	11.531	13.069	14.891	17.067	19.687	22.868	26.049
1266	8.920	10.228	11.535	13.074	14.897	17.075	19.696	22.880	26.063
1267	8.923	10.231	11.539	13.079	14.904	17.082	19.706	22.892	26.078
1268	8.926	10.234	11.543	13.084	14.910	17.090	19.715	22.903	26.092
1269	8.929	10.238	11.547	13.089	14.916	17.097	19.724	22.914	26.105
1270	8.932	10.242	11.552	13.094	14.922	17.105	19.733	22.926	26.119
1271	8.934	10.245	11.556	13.099	14.928	17.112	19.743	22.938	26.134
1272	8.937	10.248	11.560	13.104	14.934	17.120	19.752	22.950	26.148
1273	8.940	10.252	11.564	13.109	14.940	17.127	19.761	22.961	26.161
1274	8.943	10.255	11.568	13.114	14.946	17.135	19.770	22.973	26.175
1275	8.945	10.259	11.572	13.119	14.952	17.142	19.780	22.985	26.190
1276	8.948	10.262	11.576	13.124	14.958	17.150	19.789	22.996	26.203
1277	8.951	10.266	11.581	13.129	14.964	17.157	19.798	23.008	26.217
1278	8.954	10.269	11.585	13.134	14.970	17.165	19.807	23.019	26.231
1279	8.956	10.273	11.589	13.139	14.976	17.172	19.817	23.031	26.246
1280	8.959	10.276	11.593	13.144	14.983	17.180	19.826	23.042	26.259
1281	8.962	10.280	11.597	13.149	14.989	17.187	19.835	23.054	26.273
