Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
556	6.361	7.232	8.104	9.113	10.287	11.659	13.270	15.174	17.078
557	6.365	7.237	8.110	9.119	10.294	11.666	13.279	15.185	17.090
558	6.369	7.242	8.115	9.126	10.301	11.674	13.288	15.195	17.102
559	6.374	7.247	8.121	9.132	10.308	11.682	13.297	15.205	17.114
560	6.378	7.252	8.126	9.138	10.314	11.690	13.306	15.216	17.125
561	6.382	7.257	8.131	9.144	10.321	11.698	13.315	15.227	17.138
562	6.387	7.262	8.137	9.150	10.328	11.705	13.324	15.237	17.150
563	6.391	7.266	8.142	9.156	10.335	11.713	13.333	15.247	17.162
564	6.395	7.271	8.147	9.162	10.342	11.721	13.342	15.258	17.173
565	6.400	7.276	8.153	9.168	10.349	11.729	13.351	15.268	17.185
566	6.404	7.281	8.158	9.174	10.355	11.737	13.360	15.279	17.198
567	6.408	7.286	8.164	9.180	10.362	11.744	13.369	15.289	17.209
568	6.412	7.291	8.169	9.186	10.369	11.752	13.378	15.299	17.221
569	6.417	7.296	8.175	9.192	10.376	11.760	13.387	15.310	17.233
570	6.421	7.301	8.180	9.198	10.383	11.768	13.396	15.320	17.245
571	6.425	7.305	8.185	9.204	10.390	11.775	13.405	15.331	17.257
572	6.430	7.310	8.191	9.210	10.396	11.783	13.414	15.341	17.269
573	6.434	7.315	8.196	9.216	10.403	11.791	13.422	15.351	17.280
574	6.438	7.320	8.201	9.222	10.410	11.799	13.431	15.362	17.292
575	6.443	7.325	8.207	9.228	10.417	11.807	13.440	15.372	17.304
576	6.447	7.329	8.212	9.234	10.424	11.814	13.449	15.383	17.316
577	6.451	7.334	8.218	9.240	10.430	11.822	13.458	15.393	17.328
578	6.455	7.339	8.223	9.246	10.437	11.830	13.467	15.403	17.340
579	6.460	7.344	8.228	9.252	10.444	11.838	13.476	15.414	17.352
580	6.464	7.349	8.234	9.258	10.451	11.845	13.485	15.425	17.364
581	6.468	7.354	8.239	9.264	10.458	11.853	13.494	15.435	17.376
582	6.473	7.359	8.244	9.271	10.464	11.861	13.503	15.445	17.388
583	6.477	7.363	8.250	9.277	10.471	11.869	13.512	15.456	17.399
584	6.481	7.368	8.255	9.283	10.478	11.876	13.521	15.466	17.411
585	6.485	7.373	8.261	9.289	10.485	11.884	13.530	15.477	17.423
586	6.490	7.378	8.266	9.295	10.492	11.892	13.539	15.487	17.435
587	6.494	7.383	8.271	9.301	10.498	11.900	13.548	15.497	17.447
588	6.498	7.388	8.277	9.307	10.505	11.907	13.557	15.508	17.459
589	6.502	7.392	8.282	9.313	10.512	11.915	13.566	15.518	17.471
590	6.507	7.397	8.287	9.319	10.519	11.923	13.575	15.529	17.483
591	6.511	7.402	8.293	9.325	10.526	11.931	13.583	15.539	17.494
592	6.515	7.407	8.298	9.331	10.532	11.939	13.593	15.550	17.507
593	6.520	7.411	8.303	9.337	10.539	11.946	13.601	15.560	17.518
594	6.524	7.416	8.309	9.343	10.546	11.954	13.610	15.570	17.530
595	6.528	7.421	8.314	9.349	10.553	11.962	13.619	15.580	17.542
596	6.532	7.426	8.319	9.355	10.560	11.970	13.628	15.591	17.554
597	6.537	7.431	8.325	9.361	10.566	11.977	13.637	15.602	17.566
598	6.541	7.436	8.330	9.367	10.573	11.985	13.646	15.612	17.578
599	6.545	7.441	8.336	9.373	10.580	11.993	13.655	15.622	17.589
600	6.549	7.445	8.341	9.379	10.587	12.001	13.664	15.633	17.602
601	6.554	7.450	8.346	9.385	10.594	12.008	13.673	15.643	17.614
602	6.558	7.455	8.352	9.391	10.600	12.016	13.682	15.654	17.625
603	6.562	7.460	8.357	9.397	10.607	12.024	13.691	15.664	17.637
604	6.566	7.464	8.362	9.403	10.614	12.032	13.700	15.674	17.649
605	6.571	7.469	8.368	9.409	10.621	12.039	13.709	15.685	17.661
606	6.575	7.474	8.373	9.415	10.628	12.047	13.718	15.696	17.673
607	6.579	7.479	8.378	9.421	10.634	12.055	13.727	15.706	17.685
608	6.584	7.484	8.384	9.427	10.641	12.063	13.736	15.716	17.697
609	6.588	7.488	8.389	9.433	10.648	12.071	13.745	15.727	17.709
610	6.592	7.493	8.394	9.439	10.655	12.078	13.754	15.737	17.721
611	6.596	7.498	8.400	9.445	10.662	12.086	13.762	15.747	17.732
612	6.600	7.503	8.405	9.451	10.668	12.094	13.772	15.758	17.745
613	6.605	7.508	8.411	9.457	10.675	12.102	13.780	15.769	17.757
614	6.609	7.512	8.416	9.463	10.682	12.109	13.789	15.779	17.768
615	6.613	7.517	8.421	9.469	10.689	12.117	13.798	15.790	17.781
616	6.617	7.522	8.427	9.475	10.696	12.125	13.807	15.800	17.792
617	6.622	7.527	8.432	9.481	10.702	12.133	13.816	15.810	17.804
618	6.626	7.532	8.437	9.487	10.709	12.140	13.825	15.821	17.817
619	6.630	7.536	8.443	9.493	10.716	12.148	13.834	15.831	17.828
620	6.634	7.541	8.448	9.499	10.723	12.156	13.843	15.841	17.840
621	6.639	7.546	8.453	9.505	10.730	12.164	13.852	15.852	17.852
622	6.643	7.551	8.459	9.511	10.736	12.171	13.861	15.863	17.864
623	6.647	7.556	8.464	9.517	10.743	12.179	13.870	15.873	17.876
624	6.651	7.560	8.469	9.523	10.750	12.187	13.879	15.884	17.888
625	6.656	7.565	8.475	9.529	10.757	12.195	13.888	15.894	17.900
626	6.660	7.570	8.480	9.535	10.764	12.203	13.897	15.905	17.912
627	6.664	7.575	8.485	9.541	10.770	12.210	13.906	15.915	17.924
628	6.668	7.579	8.491	9.547	10.777	12.218	13.915	15.925	17.936
629	6.672	7.584	8.496	9.553	10.784	12.226	13.924	15.936	17.948
630	6.677	7.589	8.501	9.559	10.791	12.234	13.933	15.946	17.960
631	6.681	7.594	8.507	9.565	10.798	12.242	13.942	15.957	17.972
632	6.685	7.599	8.512	9.571	10.804	12.249	13.951	15.967	17.984
633	6.689	7.603	8.517	9.577	10.811	12.257	13.960	15.977	17.995
634	6.693	7.608	8.523	9.583	10.818	12.265	13.969	15.988	18.008
635	6.698	7.613	8.528	9.589	10.825	12.273	13.978	15.999	18.020
636	6.702	7.618	8.533	9.595	10.832	12.280	13.987	16.009	18.032
637	6.706	7.622	8.539	9.601	10.838	12.288	13.996	16.020	18.044
638	6.710	7.627	8.544	9.607	10.845	12.296	14.005	16.030	18.056
639	6.715	7.632	8.549	9.613	10.852	12.304	14.014	16.041	18.068
640	6.719	7.637	8.555	9.619	10.859	12.312	14.023	16.052	18.080
641	6.723	7.641	8.560	9.625	10.866	12.319	14.032	16.062	18.092
642	6.727	7.646	8.565	9.631	10.872	12.327	14.041	16.072	18.103
643	6.731	7.651	8.571	9.637	10.879	12.335	14.050	16.083	18.116
644	6.736	7.656	8.576	9.643	10.886	12.343	14.059	16.093	18.127
645	6.740	7.660	8.581	9.649	10.893	12.350	14.068	16.104	18.140
646	6.744	7.665	8.587	9.655	10.900	12.358	14.077	16.114	18.152
647	6.748	7.670	8.592	9.661	10.906	12.366	14.086	16.125	18.164
648	6.752	7.675	8.597	9.667	10.913	12.374	14.095	16.135	18.176
649	6.756	7.679	8.602	9.673	10.920	12.382	14.104	16.146	18.188
650	6.761	7.684	8.608	9.679	10.927	12.389	14.113	16.156	18.200
651	6.765	7.689	8.613	9.685	10.934	12.397	14.122	16.167	18.212
652	6.769	7.694	8.619	9.691	10.941	12.405	14.131	16.177	18.224
653	6.773	7.699	8.624	9.697	10.947	12.413	14.140	16.188	18.237
654	6.778	7.703	8.629	9.703	10.954	12.421	14.149	16.198	18.248
655	6.782	7.708	8.634	9.709	10.961	12.428	14.158	16.209	18.261
656	6.786	7.713	8.640	9.715	10.968	12.436	14.167	16.220	18.272
657	6.790	7.718	8.645	9.721	10.975	12.444	14.176	16.231	18.285
658	6.794	7.722	8.650	9.727	10.982	12.452	14.185	16.241	18.296
659	6.798	7.727	8.656	9.733	10.988	12.460	14.194	16.252	18.309
660	6.803	7.732	8.661	9.739	10.995	12.467	14.203	16.262	18.320
661	6.807	7.737	8.666	9.745	11.002	12.475	14.212	16.273	18.333
662	6.811	7.741	8.672	9.751	11.009	12.483	14.221	16.283	18.345
663	6.815	7.746	8.677	9.757	11.016	12.491	14.230	16.294	18.357
664	6.819	7.751	8.682	9.763	11.022	12.499	14.239	16.304	18.369
665	6.824	7.756	8.688	9.769	11.029	12.507	14.248	16.315	18.381
666	6.828	7.760	8.693	9.775	11.036	12.514	14.257	16.325	18.393
667	6.832	7.765	8.698	9.781	11.043	12.522	14.267	16.336	18.406
668	6.836	7.770	8.704	9.787	11.050	12.530	14.276	16.347	18.418
669	6.840	7.775	8.709	9.793	11.056	12.538	14.285	16.357	18.430
670	6.844	7.779	8.714	9.799	11.063	12.546	14.294	16.368	18.442
671	6.849	7.784	8.720	9.805	11.070	12.554	14.303	16.378	18.454
672	6.853	7.789	8.725	9.811	11.077	12.561	14.312	16.389	18.466
673	6.857	7.794	8.730	9.817	11.084	12.569	14.321	16.399	18.478
674	6.861	7.798	8.736	9.823	11.091	12.577	14.330	16.410	18.490
675	6.865	7.803	8.741	9.829	11.098	12.585	14.339	16.420	18.502
676	6.870	7.808	8.746	9.835	11.104	12.593	14.348	16.431	18.515
677	6.874	7.813	8.751	9.841	11.111	12.601	14.357	16.442	18.527
678	6.878	7.817	8.757	9.847	11.118	12.608	14.366	16.453	18.539
679	6.882	7.822	8.762	9.853	11.125	12.616	14.375	16.463	18.551
680	6.886	7.827	8.768	9.859	11.132	12.624	14.384	16.474	18.563
681	6.890	7.832	8.773	9.865	11.138	12.632	14.393	16.484	18.575
682	6.894	7.836	8.778	9.871	11.145	12.640	14.403	16.495	18.588
683	6.899	7.841	8.783	9.877	11.152	12.648	14.412	16.506	18.600
684	6.903	7.846	8.789	9.883	11.159	12.655	14.421	16.516	18.612
685	6.907	7.851	8.794	9.889	11.166	12.663	14.430	16.527	18.624
686	6.911	7.855	8.799	9.895	11.173	12.671	14.439	16.538	18.636
687	6.915	7.860	8.805	9.901	11.180	12.679	14.448	16.548	18.649
688	6.920	7.865	8.810	9.907	11.186	12.687	14.457	16.559	18.660
689	6.924	7.869	8.815	9.913	11.193	12.695	14.466	16.570	18.673
690	6.928	7.874	8.821	9.919	11.200	12.702	14.475	16.580	18.685
691	6.932	7.879	8.826	9.925	11.207	12.710	14.484	16.591	18.697
692	6.936	7.884	8.831	9.931	11.214	12.718	14.494	16.602	18.710
693	6.940	7.889	8.837	9.937	11.220	12.726	14.502	16.612	18.721
694	6.944	7.893	8.842	9.943	11.227	12.734	14.512	16.623	18.734
695	6.949	7.898	8.847	9.949	11.234	12.742	14.521	16.634	18.747
696	6.953	7.903	8.853	9.955	11.241	12.750	14.530	16.644	18.758
697	6.957	7.907	8.858	9.961	11.248	12.758	14.539	16.655	18.771
698	6.961	7.912	8.863	9.967	11.255	12.765	14.548	16.665	18.782
699	6.965	7.917	8.869	9.973	11.262	12.773	14.557	16.676	18.795
700	6.969	7.922	8.874	9.979	11.268	12.781	14.566	16.687	18.807
701	6.974	7.927	8.879	9.985	11.275	12.789	14.575	16.697	18.819
702	6.978	7.931	8.884	9.991	11.282	12.797	14.585	16.708	18.832
703	6.982	7.936	8.890	9.997	11.289	12.805	14.594	16.719	18.844
704	6.986	7.941	8.895	10.003	11.296	12.813	14.603	16.729	18.856
705	6.990	7.945	8.900	10.009	11.303	12.820	14.612	16.740	18.868
706	6.994	7.950	8.906	10.015	11.310	12.828	14.621	16.751	18.881
707	6.999	7.955	8.911	10.021	11.316	12.836	14.630	16.761	18.892
708	7.003	7.960	8.916	10.027	11.323	12.844	14.639	16.772	18.905
709	7.007	7.964	8.922	10.033	11.330	12.852	14.648	16.783	18.918
710	7.011	7.969	8.927	10.039	11.337	12.860	14.657	16.793	18.929
711	7.015	7.974	8.932	10.045	11.344	12.868	14.667	16.804	18.942
712	7.019	7.978	8.938	10.051	11.351	12.876	14.676	16.815	18.955
713	7.024	7.983	8.943	10.057	11.358	12.883	14.685	16.826	18.966
714	7.028	7.988	8.948	10.063	11.364	12.891	14.694	16.836	18.979
715	7.032	7.993	8.954	10.069	11.371	12.899	14.703	16.847	18.991
716	7.036	7.997	8.959	10.075	11.378	12.907	14.712	16.858	19.003
717	7.040	8.002	8.964	10.081	11.385	12.915	14.722	16.869	19.016
718	7.044	8.007	8.969	10.087	11.392	12.923	14.731	16.879	19.028
719	7.048	8.011	8.975	10.093	11.399	12.931	14.740	16.890	19.041
720	7.052	8.016	8.980	10.099	11.406	12.939	14.749	16.901	19.052
721	7.057	8.021	8.985	10.105	11.412	12.946	14.758	16.912	19.065
722	7.061	8.026	8.991	10.111	11.419	12.954	14.767	16.922	19.078
723	7.065	8.031	8.996	10.117	11.426	12.962	14.776	16.933	19.089
724	7.069	8.035	9.001	10.123	11.433	12.970	14.786	16.944	19.102
725	7.073	8.040	9.007	10.129	11.440	12.978	14.795	16.954	19.114
726	7.077	8.045	9.012	10.135	11.447	12.986	14.804	16.965	19.127
727	7.081	8.049	9.017	10.141	11.454	12.994	14.813	16.976	19.139
728	7.085	8.054	9.023	10.147	11.460	13.002	14.822	16.987	19.151
729	7.090	8.059	9.028	10.153	11.467	13.010	14.832	16.998	19.164
730	7.094	8.064	9.033	10.159	11.474	13.018	14.841	17.008	19.175
731	7.098	8.068	9.039	10.165	11.481	13.025	14.850	17.019	19.188
732	7.102	8.073	9.044	10.171	11.488	13.033	14.859	17.030	19.201
733	7.106	8.078	9.049	10.177	11.495	13.041	14.868	17.041	19.213
734	7.110	8.082	9.055	10.183	11.502	13.049	14.877	17.051	19.225
735	7.114	8.087	9.060	10.189	11.508	13.057	14.886	17.062	19.237
736	7.118	8.092	9.065	10.195	11.515	13.065	14.896	17.073	19.250
737	7.123	8.096	9.070	10.201	11.522	13.073	14.905	17.084	19.262
738	7.127	8.101	9.076	10.208	11.529	13.081	14.914	17.094	19.274
739	7.131	8.106	9.081	10.213	11.536	13.089	14.923	17.105	19.287
740	7.135	8.111	9.086	10.220	11.543	13.097	14.932	17.116	19.299
741	7.139	8.115	9.092	10.226	11.550	13.105	14.942	17.127	19.312
742	7.143	8.120	9.097	10.231	11.556	13.112	14.951	17.138	19.324
743	7.147	8.125	9.102	10.238	11.563	13.120	14.960	17.148	19.336
744	7.151	8.130	9.108	10.244	11.570	13.128	14.969	17.159	19.349
745	7.155	8.134	9.113	10.250	11.577	13.136	14.978	17.170	19.361
746	7.160	8.139	9.118	10.256	11.584	13.144	14.988	17.181	19.374
747	7.164	8.144	9.123	10.262	11.591	13.152	14.997	17.191	19.386
748	7.168	8.148	9.129	10.268	11.598	13.160	15.006	17.202	19.398
749	7.172	8.153	9.134	10.274	11.604	13.168	15.015	17.213	19.411
750	7.176	8.158	9.139	10.280	11.611	13.176	15.024	17.224	19.423
751	7.180	8.162	9.144	10.286	11.618	13.184	15.034	17.235	19.436
752	7.184	8.167	9.150	10.292	11.625	13.191	15.043	17.245	19.448
753	7.188	8.172	9.155	10.298	11.632	13.199	15.052	17.256	19.460
754	7.193	8.176	9.160	10.304	11.639	13.207	15.061	17.267	19.473
755	7.197	8.181	9.166	10.310	11.646	13.215	15.070	17.278	19.485
756	7.201	8.186	9.171	10.316	11.652	13.223	15.080	17.289	19.498
757	7.205	8.191	9.176	10.322	11.659	13.231	15.089	17.299	19.510
758	7.209	8.195	9.182	10.328	11.666	13.239	15.098	17.310	19.522
759	7.213	8.200	9.187	10.334	11.673	13.247	15.107	17.321	19.535
760	7.217	8.205	9.192	10.340	11.680	13.255	15.116	17.332	19.547
761	7.221	8.209	9.197	10.346	11.687	13.263	15.126	17.343	19.560
762	7.225	8.214	9.203	10.352	11.694	13.271	15.135	17.354	19.573
763	7.229	8.219	9.208	10.358	11.700	13.278	15.144	17.364	19.584
764	7.234	8.223	9.213	10.364	11.707	13.286	15.153	17.375	19.597
765	7.238	8.228	9.219	10.370	11.714	13.294	15.162	17.386	19.609
766	7.242	8.233	9.224	10.376	11.721	13.302	15.172	17.397	19.622
767	7.246	8.237	9.229	10.381	11.728	13.310	15.181	17.408	19.634
768	7.250	8.242	9.234	10.388	11.735	13.318	15.190	17.418	19.647
769	7.254	8.247	9.240	10.393	11.742	13.326	15.199	17.429	19.659
770	7.258	8.251	9.245	10.400	11.748	13.334	15.208	17.440	19.671
771	7.262	8.256	9.250	10.405	11.755	13.342	15.217	17.451	19.684
772	7.266	8.261	9.255	10.411	11.762	13.350	15.227	17.461	19.696
773	7.270	8.265	9.261	10.417	11.769	13.357	15.236	17.472	19.709
774	7.274	8.270	9.266	10.423	11.776	13.365	15.245	17.483	19.721
775	7.278	8.275	9.271	10.429	11.783	13.373	15.254	17.494	19.734
776	7.282	8.279	9.276	10.435	11.790	13.381	15.264	17.505	19.747
777	7.286	8.284	9.282	10.441	11.796	13.389	15.273	17.516	19.759
778	7.290	8.289	9.287	10.447	11.803	13.397	15.282	17.527	19.772
779	7.295	8.293	9.292	10.453	11.810	13.405	15.291	17.537	19.783
780	7.299	8.298	9.298	10.459	11.817	13.413	15.300	17.548	19.796
781	7.303	8.303	9.303	10.465	11.824	13.421	15.310	17.559	19.808
782	7.307	8.307	9.308	10.471	11.831	13.429	15.319	17.570	19.821
783	7.311	8.312	9.313	10.477	11.838	13.437	15.328	17.581	19.834
784	7.315	8.317	9.318	10.483	11.844	13.444	15.337	17.592	19.846
785	7.319	8.321	9.324	10.489	11.851	13.452	15.347	17.603	19.859
786	7.323	8.326	9.329	10.495	11.858	13.460	15.356	17.613	19.871
787	7.327	8.330	9.334	10.501	11.865	13.468	15.365	17.624	19.884
788	7.331	8.335	9.339	10.507	11.872	13.476	15.374	17.635	19.896
789	7.335	8.340	9.345	10.513	11.878	13.484	15.383	17.646	19.909
790	7.339	8.344	9.350	10.519	11.885	13.492	15.393	17.657	19.921
791	7.343	8.349	9.355	10.525	11.892	13.500	15.402	17.668	19.934
792	7.347	8.354	9.361	10.531	11.899	13.508	15.411	17.678	19.946
793	7.351	8.358	9.366	10.537	11.906	13.515	15.420	17.689	19.958
794	7.355	8.363	9.371	10.543	11.913	13.523	15.429	17.700	19.970
795	7.359	8.368	9.376	10.549	11.919	13.531	15.438	17.711	19.983
796	7.363	8.372	9.381	10.555	11.926	13.539	15.448	17.722	19.995
797	7.367	8.377	9.387	10.561	11.933	13.547	15.457	17.732	20.008
798	7.371	8.381	9.392	10.567	11.940	13.555	15.466	17.743	20.020
799	7.375	8.386	9.397	10.572	11.947	13.563	15.475	17.754	20.033
800	7.379	8.391	9.402	10.578	11.954	13.571	15.484	17.765	20.045
801	7.383	8.395	9.407	10.584	11.960	13.579	15.494	17.776	20.058
802	7.387	8.400	9.413	10.590	11.967	13.586	15.503	17.787	20.071
803	7.391	8.404	9.418	10.596	11.974	13.594	15.512	17.798	20.083
804	7.395	8.409	9.423	10.602	11.981	13.602	15.521	17.809	20.096
805	7.399	8.414	9.428	10.608	11.988	13.610	15.531	17.819	20.108
806	7.403	8.418	9.433	10.614	11.994	13.618	15.540	17.830	20.121
807	7.407	8.423	9.439	10.620	12.001	13.626	15.549	17.841	20.133
808	7.411	8.427	9.444	10.626	12.008	13.634	15.558	17.852	20.145
809	7.415	8.432	9.449	10.632	12.015	13.641	15.567	17.863	20.158
810	7.419	8.437	9.454	10.638	12.022	13.649	15.576	17.873	20.170
811	7.423	8.441	9.459	10.644	12.028	13.657	15.586	17.884	20.183
812	7.427	8.446	9.465	10.649	12.035	13.665	15.595	17.895	20.195
813	7.431	8.450	9.470	10.655	12.042	13.673	15.604	17.906	20.208
814	7.435	8.455	9.475	10.661	12.049	13.681	15.613	17.917	20.220
815	7.439	8.459	9.480	10.667	12.055	13.689	15.623	17.928	20.234
816	7.442	8.464	9.485	10.673	12.062	13.697	15.632	17.939	20.246
817	7.446	8.468	9.490	10.679	12.069	13.705	15.641	17.950	20.259
818	7.450	8.473	9.495	10.685	12.076	13.712	15.650	17.961	20.271
819	7.454	8.477	9.501	10.691	12.082	13.720	15.659	17.971	20.283
820	7.458	8.482	9.506	10.697	12.089	13.728	15.668	17.982	20.296
821	7.462	8.487	9.511	10.702	12.096	13.736	15.678	17.993	20.309
822	7.466	8.491	9.516	10.708	12.103	13.744	15.687	18.004	20.321
823	7.470	8.496	9.521	10.714	12.110	13.752	15.696	18.015	20.333
824	7.474	8.500	9.526	10.720	12.116	13.759	15.705	18.025	20.346
825	7.478	8.505	9.532	10.726	12.123	13.767	15.714	18.036	20.358
826	7.482	8.509	9.537	10.732	12.130	13.775	15.723	18.047	20.370
827	7.486	8.514	9.542	10.738	12.137	13.783	15.732	18.058	20.383
828	7.490	8.518	9.547	10.743	12.143	13.791	15.742	18.069	20.396
829	7.494	8.523	9.552	10.749	12.150	13.798	15.751	18.080	20.409
830	7.497	8.527	9.557	10.755	12.157	13.806	15.760	18.091	20.421
831	7.501	8.532	9.562	10.761	12.164	13.814	15.769	18.101	20.433
832	7.505	8.536	9.567	10.767	12.170	13.822	15.778	18.112	20.446
833	7.509	8.541	9.573	10.773	12.177	13.830	15.788	18.123	20.458
834	7.513	8.545	9.578	10.779	12.184	13.838	15.797	18.134	20.471
835	7.517	8.550	9.583	10.784	12.190	13.845	15.806	18.144	20.483
836	7.521	8.554	9.588	10.790	12.197	13.853	15.815	18.155	20.495
837	7.525	8.559	9.593	10.796	12.204	13.861	15.824	18.166	20.509
838	7.529	8.563	9.598	10.802	12.211	13.869	15.833	18.177	20.521
839	7.533	8.568	9.603	10.808	12.217	13.877	15.842	18.188	20.533
840	7.537	8.572	9.608	10.814	12.224	13.884	15.852	18.199	20.546
841	7.540	8.577	9.613	10.819	12.231	13.892	15.861	18.209	20.558
842	7.544	8.581	9.618	10.825	12.237	13.900	15.870	18.220	20.570
843	7.548	8.586	9.624	10.831	12.244	13.908	15.879	18.231	20.583
844	7.552	8.590	9.628	10.837	12.251	13.916	15.888	18.242	20.596
845	7.556	8.595	9.634	10.843	12.258	13.923	15.897	18.253	20.608
846	7.560	8.599	9.639	10.848	12.264	13.931	15.906	18.263	20.621
847	7.564	8.604	9.644	10.854	12.271	13.939	15.915	18.274	20.633
848	7.567	8.608	9.649	10.860	12.278	13.946	15.924	18.285	20.645
849	7.571	8.612	9.654	10.866	12.284	13.954	15.934	18.296	20.659
850	7.575	8.617	9.659	10.872	12.291	13.962	15.943	18.307	20.671
851	7.579	8.621	9.664	10.877	12.298	13.970	15.952	18.318	20.683
852	7.583	8.626	9.669	10.883	12.304	13.978	15.961	18.328	20.695
853	7.587	8.630	9.674	10.889	12.311	13.985	15.970	18.339	20.708
854	7.590	8.635	9.679	10.895	12.318	13.993	15.979	18.350	20.721
855	7.594	8.639	9.684	10.900	12.324	14.001	15.988	18.361	20.733
856	7.598	8.644	9.689	10.906	12.331	14.009	15.997	18.371	20.746
857	7.602	8.648	9.694	10.912	12.338	14.016	16.006	18.382	20.758
858	7.606	8.652	9.699	10.918	12.344	14.024	16.015	18.393	20.770
859	7.609	8.657	9.704	10.923	12.351	14.032	16.025	18.404	20.783
860	7.613	8.661	9.709	10.929	12.358	14.040	16.034	18.415	20.796
861	7.617	8.666	9.714	10.935	12.364	14.047	16.043	18.425	20.808
862	7.621	8.670	9.719	10.941	12.371	14.055	16.052	18.436	20.820
863	7.624	8.674	9.724	10.946	12.377	14.063	16.061	18.447	20.833
864	7.628	8.679	9.729	10.952	12.384	14.071	16.070	18.458	20.845
865	7.632	8.683	9.734	10.958	12.391	14.078	16.079	18.468	20.858
866	7.636	8.688	9.739	10.964	12.397	14.086	16.088	18.479	20.870
867	7.640	8.692	9.744	10.969	12.404	14.094	16.097	18.490	20.883
868	7.643	8.696	9.749	10.975	12.410	14.101	16.106	18.501	20.895
869	7.647	8.701	9.754	10.981	12.417	14.109	16.115	18.511	20.908
870	7.651	8.705	9.759	10.987	12.424	14.117	16.124	18.522	20.920
871	7.655	8.709	9.764	10.992	12.430	14.125	16.134	18.533	20.933
872	7.658	8.714	9.769	10.998	12.437	14.132	16.143	18.544	20.945
873	7.662	8.718	9.774	11.004	12.444	14.140	16.152	18.554	20.957
874	7.666	8.723	9.779	11.009	12.450	14.147	16.161	18.565	20.970
875	7.670	8.727	9.784	11.015	12.457	14.155	16.170	18.576	20.983
876	7.673	8.731	9.789	11.021	12.463	14.163	16.179	18.587	20.995
877	7.677	8.736	9.794	11.027	12.470	14.171	16.188	18.597	21.007
878	7.681	8.740	9.799	11.032	12.476	14.178	16.197	18.609	21.020
879	7.685	8.744	9.804	11.038	12.483	14.186	16.206	18.619	21.032
880	7.688	8.749	9.809	11.044	12.490	14.194	16.215	18.630	21.044
881	7.692	8.753	9.814	11.049	12.496	14.201	16.224	18.641	21.058
882	7.696	8.757	9.819	11.055	12.503	14.209	16.233	18.652	21.070
883	7.700	8.762	9.824	11.061	12.509	14.217	16.242	18.662	21.082
884	7.703	8.766	9.829	11.066	12.516	14.224	16.251	18.673	21.095
885	7.707	8.770	9.834	11.072	12.522	14.232	16.260	18.684	21.107
886	7.711	8.775	9.838	11.078	12.529	14.240	16.269	18.694	21.119
887	7.714	8.779	9.843	11.083	12.536	14.247	16.278	18.705	21.132
888	7.718	8.783	9.848	11.089	12.542	14.255	16.287	18.716	21.144
889	7.722	8.788	9.853	11.095	12.549	14.263	16.296	18.727	21.157
890	7.725	8.792	9.858	11.100	12.555	14.270	16.305	18.737	21.170
891	7.729	8.796	9.863	11.106	12.562	14.278	16.314	18.748	21.182
892	7.733	8.801	9.868	11.111	12.568	14.286	16.323	18.759	21.194
893	7.736	8.805	9.873	11.117	12.575	14.293	16.332	18.770	21.207
894	7.740	8.809	9.878	11.123	12.581	14.301	16.341	18.780	21.219
895	7.744	8.813	9.883	11.128	12.588	14.308	16.350	18.791	21.231
896	7.747	8.817	9.887	11.134	12.594	14.316	16.359	18.802	21.244
897	7.751	8.822	9.892	11.140	12.601	14.324	16.368	18.812	21.256
898	7.755	8.826	9.897	11.145	12.607	14.331	16.377	18.823	21.269
899	7.758	8.830	9.902	11.151	12.614	14.339	16.386	18.834	21.281
900	7.762	8.835	9.907	11.156	12.620	14.346	16.395	18.844	21.293
901	7.766	8.839	9.912	11.162	12.627	14.354	16.404	18.855	21.306
902	7.769	8.843	9.917	11.168	12.633	14.362	16.413	18.866	21.318
903	7.773	8.847	9.921	11.173	12.640	14.369	16.422	18.877	21.331
904	7.777	8.852	9.926	11.179	12.646	14.377	16.431	18.887	21.344
905	7.780	8.856	9.931	11.184	12.653	14.384	16.440	18.898	21.355
906	7.784	8.860	9.936	11.190	12.659	14.392	16.449	18.909	21.369
907	7.788	8.864	9.941	11.196	12.666	14.400	16.458	18.919	21.381
908	7.791	8.868	9.946	11.201	12.672	14.407	16.467	18.930	21.393
909	7.795	8.873	9.951	11.207	12.679	14.415	16.476	18.941	21.406
910	7.798	8.877	9.955	11.212	12.685	14.423	16.485	18.952	21.419
911	7.802	8.881	9.960	11.218	12.692	14.430	16.494	18.962	21.431
912	7.806	8.885	9.965	11.223	12.698	14.438	16.503	18.973	21.443
913	7.809	8.890	9.970	11.229	12.705	14.445	16.512	18.984	21.456
914	7.813	8.894	9.975	11.235	12.711	14.453	16.521	18.994	21.467
915	7.816	8.898	9.980	11.240	12.718	14.460	16.530	19.005	21.480
916	7.820	8.902	9.984	11.246	12.724	14.468	16.539	19.015	21.492
917	7.824	8.906	9.989	11.251	12.730	14.475	16.548	19.027	21.505
918	7.827	8.911	9.994	11.257	12.737	14.483	16.556	19.037	21.517
919	7.831	8.915	9.999	11.262	12.743	14.491	16.566	19.048	21.530
920	7.834	8.919	10.004	11.268	12.750	14.498	16.574	19.058	21.542
921	7.838	8.923	10.008	11.273	12.756	14.506	16.584	19.069	21.555
922	7.842	8.927	10.013	11.279	12.763	14.513	16.592	19.080	21.567
